Fase,FechaMedicion,Voltaje,Corriente,Potencia,FactorPotencia,Frecuencia,EnergiaActiva
1,2026-02-28 11:30:00,120.743,2.626,259.371,0.819,59.971,112.234
1,2026-02-28 11:40:00,120.87,1.995,200.03,0.83,59.96,112.269
1,2026-02-28 11:50:00,117.08,9.326,1039.06,0.918,59.95,112.425
1,2026-02-28 12:00:00,118.5,6.092,686.54,0.913,59.95,112.553
1,2026-02-28 12:10:00,120.28,3.552,358.96,0.833,59.91,112.614
1,2026-02-28 12:20:00,120.357,1.717,168.986,0.821,59.957,112.645
1,2026-02-28 12:30:00,120.562,3.925,402.288,0.842,59.988,112.71
1,2026-02-28 12:40:00,120.0,3.277,353.267,0.863,59.944,112.77
1,2026-02-28 12:50:00,119.78,3.027,300.8,0.829,59.98,112.821
1,2026-02-28 13:00:00,120.8,1.954,195.84,0.828,59.95,112.854
1,2026-02-28 13:10:00,120.88,3.03,304.51,0.831,59.93,112.904
1,2026-02-28 13:20:00,120.611,2.904,309.211,0.856,59.978,112.958
1,2026-02-28 13:30:00,120.23,4.763,504.91,0.866,59.97,113.038
1,2026-02-28 13:40:00,122.67,2.222,221.84,0.815,59.95,113.075
1,2026-02-28 13:50:00,121.54,3.147,328.08,0.856,59.95,113.127
1,2026-02-28 14:00:00,122.3,2.446,262.93,0.882,59.95,113.173
1,2026-02-28 14:10:00,121.01,3.612,388.41,0.885,59.96,113.227
1,2026-02-28 14:20:00,120.671,2.575,274.057,0.884,59.943,113.265
1,2026-02-28 14:30:00,122.011,3.06,323.6,0.871,59.944,113.325
1,2026-02-28 14:40:00,121.688,3.193,340.588,0.857,59.95,113.376
1,2026-02-28 14:50:00,120.16,3.033,311.72,0.849,59.95,113.43
1,2026-02-28 15:00:00,119.76,6.305,743.2,0.989,59.95,113.548
1,2026-02-28 15:10:00,120.911,2.172,228.622,0.849,59.922,113.586
1,2026-02-28 15:20:00,122.45,2.464,252.59,0.839,59.95,113.627
1,2026-02-28 15:30:00,123.02,3.256,331.88,0.83,59.95,113.682
1,2026-02-28 15:40:00,122.875,3.237,328.175,0.825,59.962,113.738
1,2026-02-28 15:50:00,123.2,3.023,341.367,0.885,59.95,113.772
1,2026-02-28 16:00:00,122.35,3.532,363.46,0.834,59.95,113.832
1,2026-02-28 16:10:00,122.622,2.514,265.733,0.847,59.956,113.874
1,2026-02-28 16:20:00,122.79,4.063,433.76,0.856,59.95,113.945
1,2026-02-28 16:30:00,120.52,6.405,714.01,0.926,59.93,114.065
1,2026-02-28 16:40:00,120.45,4.33,479.75,0.899,59.938,114.153
1,2026-02-28 16:50:00,120.47,3.64,384.55,0.877,59.99,114.22
1,2026-02-28 17:00:00,121.85,2.31,249.738,0.889,59.988,114.263
1,2026-02-28 17:10:00,120.3,3.467,363.188,0.872,59.95,114.326
1,2026-02-28 17:20:00,121.95,2.19,234.162,0.878,59.938,114.369
1,2026-02-28 17:30:00,120.022,4.044,424.722,0.874,59.989,114.433
1,2026-02-28 17:40:00,119.75,2.235,234.575,0.875,59.962,114.471
1,2026-02-28 17:50:00,122.011,3.349,350.611,0.862,59.956,114.532
1,2026-02-28 18:00:00,118.95,2.185,225.45,0.866,59.97,114.571
1,2026-02-28 18:10:00,120.562,4.264,454.25,0.878,59.95,114.646
1,2026-02-28 18:20:00,119.96,3.679,406.99,0.914,59.93,114.709
1,2026-02-28 18:30:00,116.43,11.225,1264.31,0.954,59.95,114.893
1,2026-02-28 18:40:00,118.91,3.009,320.64,0.895,59.98,114.948
1,2026-02-28 18:50:00,118.29,4.193,437.16,0.876,59.96,115.017
1,2026-02-28 19:00:00,118.97,3.693,388.4,0.869,59.97,115.084
1,2026-02-28 19:10:00,119.29,3.592,371.33,0.864,59.94,115.146
1,2026-02-28 19:20:00,119.73,3.132,328.52,0.869,59.97,115.2
1,2026-02-28 19:30:00,118.48,3.765,390.76,0.878,59.95,115.269
1,2026-02-28 19:40:00,120.675,2.487,262.988,0.878,59.975,115.312
1,2026-02-28 19:50:00,119.5,4.656,493.14,0.88,59.99,115.403
1,2026-02-28 20:00:00,119.22,4.547,506.72,0.921,59.96,115.484
1,2026-02-28 20:10:00,118.51,4.651,498.75,0.904,59.97,115.569
1,2026-02-28 20:20:00,119.511,3.827,423.6,0.922,59.956,115.633
1,2026-02-28 20:30:00,119.79,4.076,442.6,0.906,59.98,115.706
1,2026-02-28 20:40:00,121.62,2.473,268.99,0.896,59.95,115.754
1,2026-02-28 20:50:00,121.633,3.984,430.367,0.886,59.978,115.834
1,2026-02-28 21:00:00,121.04,5.808,687.9,0.972,59.96,115.951
1,2026-02-28 21:10:00,121.81,2.419,259.81,0.883,59.97,115.992
1,2026-02-28 21:20:00,122.138,3.314,355.812,0.88,59.962,116.046
1,2026-02-28 21:30:00,121.67,3.856,411.21,0.878,59.95,116.116
1,2026-02-28 21:40:00,121.467,3.776,400.044,0.871,60.0,116.183
1,2026-02-28 21:50:00,121.33,2.394,257.92,0.887,59.96,116.226
1,2026-02-28 22:00:00,120.64,4.077,434.39,0.879,59.95,116.29
1,2026-02-28 22:10:00,120.62,4.332,487.44,0.918,59.95,116.368
1,2026-02-28 22:20:00,120.64,4.3,464.24,0.874,59.97,116.453
1,2026-02-28 22:30:00,121.93,2.279,229.58,0.827,59.92,116.491
1,2026-02-28 22:40:00,122.18,2.752,277.74,0.828,59.95,116.536
1,2026-02-28 22:50:00,121.74,2.274,228.02,0.825,59.96,116.576
1,2026-02-28 23:00:00,122.211,2.695,271.644,0.826,59.967,116.621
1,2026-02-28 23:10:00,122.467,2.33,236.433,0.833,59.967,116.661
1,2026-02-28 23:20:00,121.27,2.552,256.03,0.83,59.96,116.704
1,2026-02-28 23:30:00,120.567,2.303,230.289,0.83,59.978,116.744
1,2026-02-28 23:40:00,117.25,3.249,326.963,0.845,59.938,116.797
1,2026-02-28 23:50:00,120.28,2.386,237.8,0.829,59.92,116.837
1,2026-03-01 00:00:00,121.07,2.602,260.33,0.827,59.96,116.878
1,2026-03-01 00:10:00,121.22,2.414,240.45,0.821,59.97,116.918
1,2026-03-01 00:20:00,121.88,2.586,259.02,0.823,59.94,116.959
1,2026-03-01 00:30:00,122.02,2.356,237.56,0.829,59.93,117.0
1,2026-03-01 00:40:00,121.511,2.654,266.678,0.827,59.956,117.041
1,2026-03-01 00:50:00,121.68,2.367,236.89,0.824,59.93,117.08
1,2026-03-01 01:00:00,121.45,2.939,300.18,0.829,59.93,117.124
1,2026-03-01 01:10:00,121.93,2.179,220.55,0.834,59.97,117.163
1,2026-03-01 01:20:00,122.5,2.55,257.556,0.83,59.967,117.204
1,2026-03-01 01:30:00,121.411,2.263,225.644,0.821,59.956,117.244
1,2026-03-01 01:40:00,121.05,2.68,266.925,0.822,59.938,117.285
1,2026-03-01 01:50:00,121.744,2.235,224.611,0.828,59.989,117.323
1,2026-03-01 02:00:00,122.27,2.468,248.83,0.829,59.92,117.364
1,2026-03-01 02:10:00,121.46,2.612,272.13,0.845,59.95,117.407
1,2026-03-01 02:20:00,121.58,3.101,317.7,0.835,59.98,117.452
1,2026-03-01 02:30:00,121.53,2.075,207.54,0.824,59.96,117.493
1,2026-03-01 02:40:00,121.58,2.625,263.0,0.825,59.94,117.536
1,2026-03-01 02:50:00,121.98,1.995,201.2,0.828,59.95,117.571
1,2026-03-01 03:00:00,120.08,5.133,603.0,0.967,59.98,117.671
1,2026-03-01 03:10:00,121.14,1.747,175.36,0.829,59.95,117.7
1,2026-03-01 03:20:00,120.93,3.423,356.45,0.846,59.97,117.749
1,2026-03-01 03:30:00,120.53,3.777,384.57,0.838,59.96,117.812
1,2026-03-01 03:40:00,121.0,3.294,328.86,0.824,59.97,117.866
1,2026-03-01 03:50:00,122.17,1.749,176.43,0.826,59.96,117.897
1,2026-03-01 04:00:00,120.84,3.117,310.94,0.826,59.92,117.95
1,2026-03-01 04:10:00,121.47,1.902,191.17,0.827,59.94,117.983
1,2026-03-01 04:20:00,121.238,2.872,287.65,0.83,59.938,118.025
1,2026-03-01 04:30:00,121.53,2.013,203.41,0.834,59.95,118.066
1,2026-03-01 04:40:00,121.31,2.837,284.14,0.827,59.94,118.111
1,2026-03-01 04:50:00,121.4,2.064,206.556,0.824,59.967,118.147
1,2026-03-01 05:00:00,120.56,2.642,262.24,0.823,59.96,118.19
1,2026-03-01 05:10:00,121.05,2.068,206.18,0.825,59.97,118.227
1,2026-03-01 05:20:00,121.16,2.68,268.1,0.826,59.93,118.279
1,2026-03-01 05:30:00,121.01,2.596,267.46,0.836,59.95,118.321
1,2026-03-01 05:40:00,120.81,3.11,315.82,0.832,59.95,118.373
1,2026-03-01 05:50:00,121.82,2.178,218.55,0.827,59.97,118.41
1,2026-03-01 06:00:00,120.97,2.642,271.04,0.843,59.96,118.455
1,2026-03-01 06:10:00,118.69,2.768,289.09,0.865,59.97,118.502
1,2026-03-01 06:20:00,121.6,2.942,306.22,0.849,59.95,118.553
1,2026-03-01 06:30:00,120.34,2.544,263.85,0.845,59.96,118.597
1,2026-03-01 06:40:00,119.73,3.311,342.92,0.845,59.96,118.658
1,2026-03-01 06:50:00,119.81,3.842,414.03,0.877,59.96,118.723
1,2026-03-01 07:00:00,121.5,2.522,255.94,0.835,59.96,118.769
1,2026-03-01 07:10:00,120.98,2.153,214.86,0.827,59.97,118.805
1,2026-03-01 07:20:00,121.389,2.553,253.878,0.822,59.956,118.845
1,2026-03-01 07:30:00,120.822,2.624,270.6,0.839,59.967,118.889
1,2026-03-01 07:40:00,119.943,2.375,235.8,0.83,59.957,118.928
1,2026-03-01 07:50:00,118.31,2.132,209.45,0.832,59.96,118.964
1,2026-03-01 08:00:00,116.733,2.358,229.689,0.832,59.911,119.002
1,2026-03-01 08:10:00,119.5,3.041,314.76,0.847,59.99,119.062
1,2026-03-01 08:20:00,119.41,3.333,342.63,0.845,59.97,119.117
1,2026-03-01 08:30:00,119.67,2.145,211.69,0.827,59.95,119.153
1,2026-03-01 08:40:00,117.62,5.966,645.93,0.91,59.95,119.252
1,2026-03-01 08:50:00,116.6,4.996,546.767,0.922,59.967,119.345
1,2026-03-01 09:00:00,115.76,7.931,905.14,0.985,59.94,119.501
1,2026-03-01 09:10:00,117.98,1.718,165.36,0.816,59.97,119.537
1,2026-03-01 09:20:00,118.28,2.519,247.84,0.829,59.99,119.585
1,2026-03-01 09:30:00,117.22,3.683,368.56,0.845,59.96,119.646
1,2026-03-01 09:40:00,116.6,3.582,355.844,0.849,59.978,119.705
1,2026-03-01 09:50:00,118.55,2.531,265.1,0.847,59.96,119.744
1,2026-03-01 10:00:00,120.26,4.37,450.69,0.847,59.99,119.813
1,2026-03-01 10:10:00,117.01,9.263,1049.84,0.937,59.94,119.987
1,2026-03-01 10:20:00,117.96,6.456,694.88,0.9,59.93,120.102
1,2026-03-01 10:30:00,119.24,3.667,394.78,0.877,59.96,120.178
1,2026-03-01 10:40:00,120.78,2.644,263.59,0.826,59.97,120.228
1,2026-03-01 10:50:00,120.12,6.347,719.54,0.946,59.99,120.338
1,2026-03-01 11:00:00,119.17,4.548,495.9,0.899,59.95,120.427
1,2026-03-01 11:10:00,119.59,3.689,392.32,0.863,59.94,120.483
1,2026-03-01 11:20:00,119.3,4.767,525.422,0.91,59.978,120.559
1,2026-03-01 11:30:00,120.18,2.794,293.28,0.875,59.96,120.629
1,2026-03-01 11:40:00,119.5,2.774,288.35,0.873,59.933,120.683
1,2026-03-01 11:50:00,119.78,2.8,291.35,0.872,59.97,120.742
1,2026-03-01 12:00:00,121.075,2.643,265.7,0.831,59.962,120.8
1,2026-03-01 12:10:00,118.38,4.11,433.41,0.876,59.95,120.873
1,2026-03-01 12:20:00,119.238,2.634,268.95,0.862,59.975,120.928
1,2026-03-01 12:30:00,118.98,5.098,524.07,0.854,59.99,121.009
1,2026-03-01 12:40:00,117.6,4.144,418.86,0.852,59.93,121.084
1,2026-03-01 12:50:00,117.03,4.026,413.17,0.869,59.97,121.153
1,2026-03-01 13:00:00,118.43,4.24,448.0,0.881,59.96,121.228
1,2026-03-01 13:10:00,118.32,4.598,470.06,0.856,59.98,121.299
1,2026-03-01 13:20:00,116.68,5.297,547.59,0.875,59.95,121.381
1,2026-03-01 13:30:00,117.311,3.304,327.7,0.847,59.956,121.439
1,2026-03-01 13:40:00,113.71,3.85,378.91,0.864,59.99,121.511
1,2026-03-01 13:50:00,113.74,3.367,328.08,0.856,59.98,121.565
1,2026-03-01 14:00:00,117.58,3.348,333.3,0.847,59.95,121.631
1,2026-03-01 14:10:00,117.79,5.23,548.58,0.881,59.96,121.717
1,2026-03-01 14:20:00,114.88,10.101,1113.74,0.938,59.95,121.904
1,2026-03-01 14:30:00,117.22,9.23,1034.15,0.929,59.96,122.077
1,2026-03-01 14:40:00,118.95,2.686,280.53,0.88,59.95,122.126
1,2026-03-01 14:50:00,117.36,3.731,384.27,0.877,59.97,122.19
1,2026-03-01 15:00:00,117.25,6.858,789.21,0.986,59.95,122.316
1,2026-03-01 15:10:00,119.11,3.391,376.08,0.914,59.96,122.377
1,2026-03-01 15:20:00,117.14,4.335,463.98,0.905,59.96,122.449
1,2026-03-01 15:30:00,117.888,6.044,648.475,0.904,59.925,122.549
1,2026-03-01 15:40:00,118.81,3.738,390.01,0.877,59.95,122.614
1,2026-03-01 15:50:00,115.267,3.768,384.667,0.887,59.967,122.679
1,2026-03-01 16:00:00,120.122,3.69,388.311,0.874,59.956,122.743
1,2026-03-01 16:10:00,120.11,3.661,382.9,0.871,59.93,122.809
1,2026-03-01 16:20:00,118.75,3.7,384.42,0.875,59.94,122.873
1,2026-03-01 16:30:00,118.88,3.362,362.42,0.894,59.95,122.928
1,2026-03-01 16:40:00,116.91,5.984,635.18,0.904,59.98,123.017
1,2026-03-01 16:50:00,118.58,3.663,380.2,0.876,59.95,123.081
1,2026-03-01 17:00:00,119.02,2.701,290.06,0.894,59.96,123.131
1,2026-03-01 17:10:00,118.744,4.161,434.744,0.877,59.967,123.205
1,2026-03-01 17:20:00,117.77,3.981,417.51,0.885,59.96,123.275
1,2026-03-01 17:30:00,118.14,3.574,368.69,0.873,59.98,123.335
1,2026-03-01 17:40:00,118.05,3.716,385.91,0.875,59.94,123.399
1,2026-03-01 17:50:00,117.97,2.957,304.76,0.875,59.97,123.45
1,2026-03-01 18:00:00,117.85,4.125,428.67,0.878,59.96,123.529
1,2026-03-01 18:10:00,118.189,3.061,320.544,0.883,59.956,123.577
1,2026-03-01 18:20:00,118.97,3.679,379.45,0.868,59.95,123.642
1,2026-03-01 18:30:00,118.76,2.841,292.8,0.869,59.95,123.697
1,2026-03-01 18:40:00,118.19,4.002,420.97,0.888,59.96,123.766
1,2026-03-01 18:50:00,115.96,9.443,1042.38,0.937,59.95,123.953
1,2026-03-01 19:00:00,117.278,7.487,826.711,0.916,59.978,124.079
1,2026-03-01 19:10:00,117.411,4.546,494.756,0.908,59.956,124.159
1,2026-03-01 19:20:00,115.32,4.774,496.31,0.895,59.96,124.239
1,2026-03-01 19:30:00,117.56,8.533,957.8,0.936,59.96,124.379
1,2026-03-01 19:40:00,112.81,7.858,845.78,0.942,59.95,124.52
1,2026-03-01 19:50:00,118.011,4.815,521.756,0.918,59.956,124.6
1,2026-03-01 20:00:00,119.49,4.198,447.83,0.9,59.99,124.673
1,2026-03-01 20:10:00,119.3,3.842,414.54,0.906,59.95,124.746
1,2026-03-01 20:20:00,117.99,3.442,366.41,0.903,59.95,124.808
1,2026-03-01 20:30:00,117.944,4.525,479.256,0.892,60.0,124.898
1,2026-03-01 20:40:00,118.011,2.869,299.889,0.887,59.922,124.945
1,2026-03-01 20:50:00,117.783,3.557,369.85,0.885,59.95,125.025
1,2026-03-01 21:00:00,117.05,7.388,851.63,0.987,59.95,125.159
1,2026-03-01 21:10:00,119.0,2.932,319.244,0.903,59.956,125.213
1,2026-03-01 21:20:00,119.375,3.007,321.612,0.899,60.0,125.255
1,2026-03-01 21:30:00,119.35,3.79,398.79,0.881,59.97,125.343
1,2026-03-01 21:40:00,119.55,4.395,458.8,0.865,59.92,125.421
1,2026-03-01 21:50:00,117.36,5.201,542.65,0.878,59.98,125.513
1,2026-03-01 22:00:00,116.6,3.777,376.61,0.853,59.98,125.569
1,2026-03-01 22:10:00,118.59,2.856,281.75,0.83,59.96,125.619
1,2026-03-01 22:20:00,118.922,2.45,241.922,0.832,59.967,125.659
1,2026-03-01 22:30:00,118.55,3.538,357.36,0.845,59.96,125.72
1,2026-03-01 22:40:00,121.58,3.7,409.68,0.881,59.96,125.783
1,2026-03-01 22:50:00,121.411,3.283,329.033,0.827,59.978,125.838
1,2026-03-01 23:00:00,121.63,2.628,273.12,0.836,59.94,125.875
1,2026-03-01 23:10:00,120.97,3.195,320.18,0.83,59.92,125.929
1,2026-03-01 23:20:00,122.5,2.355,237.467,0.823,59.967,125.966
1,2026-03-01 23:30:00,121.19,3.141,316.01,0.831,59.94,126.021
1,2026-03-01 23:40:00,122.08,2.462,245.69,0.815,59.94,126.064
1,2026-03-01 23:50:00,122.22,2.872,290.3,0.828,59.96,126.111
1,2026-03-02 00:00:00,122.08,2.968,306.01,0.834,59.92,126.162
1,2026-03-02 00:10:00,122.65,2.692,272.33,0.826,59.98,126.208
1,2026-03-02 00:20:00,123.06,2.563,257.41,0.815,59.96,126.252
1,2026-03-02 00:30:00,122.36,2.713,273.4,0.822,59.94,126.296
1,2026-03-02 00:40:00,121.46,2.598,259.34,0.822,59.96,126.342
1,2026-03-02 00:50:00,119.7,2.525,249.82,0.828,59.94,126.384
1,2026-03-02 01:00:00,120.34,2.949,298.81,0.831,59.96,126.434
1,2026-03-02 01:10:00,120.25,3.321,349.03,0.857,59.94,126.486
1,2026-03-02 01:20:00,121.25,2.5,250.05,0.824,59.98,126.529
1,2026-03-02 01:30:00,120.962,2.308,230.788,0.827,59.95,126.572
1,2026-03-02 01:40:00,120.71,2.485,247.32,0.824,59.93,126.616
1,2026-03-02 01:50:00,121.21,2.461,245.86,0.825,59.97,126.657
1,2026-03-02 02:00:00,121.36,2.458,246.61,0.828,59.96,126.7
1,2026-03-02 02:10:00,121.02,2.636,264.21,0.829,59.93,126.743
1,2026-03-02 02:20:00,120.36,2.352,233.12,0.822,59.96,126.784
1,2026-03-02 02:30:00,120.22,3.124,318.35,0.837,59.92,126.831
1,2026-03-02 02:40:00,121.47,2.336,234.26,0.827,59.96,126.87
1,2026-03-02 02:50:00,121.03,2.916,296.69,0.834,59.95,126.916
1,2026-03-02 03:00:00,119.77,5.456,643.2,0.983,59.96,127.019
1,2026-03-02 03:10:00,122.078,1.704,174.533,0.84,59.989,127.053
1,2026-03-02 03:20:00,121.27,2.531,256.32,0.836,59.94,127.095
1,2026-03-02 03:30:00,120.44,3.286,329.56,0.831,59.96,127.151
1,2026-03-02 03:40:00,119.83,3.288,327.19,0.83,59.97,127.207
1,2026-03-02 03:50:00,120.33,2.647,263.52,0.83,59.94,127.253
1,2026-03-02 04:00:00,120.2,2.581,257.314,0.83,59.971,127.293
1,2026-03-02 04:10:00,121.55,2.728,273.038,0.824,59.962,127.344
1,2026-03-02 04:20:00,121.46,2.198,221.06,0.829,59.96,127.38
1,2026-03-02 04:30:00,120.53,3.38,343.73,0.837,59.93,127.436
1,2026-03-02 04:40:00,120.21,2.452,253.81,0.845,59.95,127.478
1,2026-03-02 04:50:00,119.3,3.363,338.02,0.835,59.94,127.536
1,2026-03-02 05:00:00,119.367,2.096,206.2,0.823,59.978,127.569
1,2026-03-02 05:10:00,119.07,3.434,344.75,0.834,59.95,127.621
1,2026-03-02 05:20:00,118.98,2.061,204.3,0.833,59.93,127.654
1,2026-03-02 05:30:00,118.82,3.254,327.65,0.837,59.94,127.704
1,2026-03-02 05:40:00,117.36,2.647,266.53,0.841,59.97,127.75
1,2026-03-02 05:50:00,117.99,3.545,360.3,0.841,59.97,127.819
1,2026-03-02 06:00:00,116.33,4.21,441.94,0.886,59.95,127.884
1,2026-03-02 06:10:00,117.76,3.995,407.83,0.865,59.96,127.957
1,2026-03-02 06:20:00,119.856,3.41,367.522,0.872,59.978,128.012
1,2026-03-02 06:30:00,118.66,3.862,401.89,0.865,59.93,128.093
1,2026-03-02 06:40:00,118.94,2.616,269.11,0.858,59.99,128.141
1,2026-03-02 06:50:00,118.58,4.214,436.55,0.865,59.97,128.216
1,2026-03-02 07:00:00,117.778,3.857,391.133,0.857,59.978,128.278
1,2026-03-02 07:10:00,118.76,3.072,310.76,0.851,59.97,128.333
1,2026-03-02 07:20:00,119.389,2.221,224.778,0.848,59.956,128.375
1,2026-03-02 07:30:00,118.04,3.763,385.26,0.861,59.97,128.442
1,2026-03-02 07:40:00,115.98,2.195,216.92,0.85,59.95,128.48
1,2026-03-02 07:50:00,117.74,3.445,351.13,0.858,59.92,128.535
1,2026-03-02 08:00:00,119.38,2.849,289.17,0.851,59.96,128.591
1,2026-03-02 08:10:00,118.75,2.688,272.62,0.859,59.97,128.637
1,2026-03-02 08:20:00,118.39,2.688,269.93,0.849,59.96,128.685
1,2026-03-02 08:30:00,117.49,3.357,344.72,0.871,59.97,128.739
1,2026-03-02 08:40:00,117.68,3.944,406.17,0.867,59.95,128.81
1,2026-03-02 08:50:00,118.29,2.069,208.78,0.853,59.94,128.846
1,2026-03-02 09:00:00,115.225,5.446,617.588,0.982,59.975,128.946
1,2026-03-02 09:10:00,116.01,1.926,193.57,0.861,59.95,128.989
1,2026-03-02 09:20:00,117.756,2.72,275.456,0.859,59.956,129.032
1,2026-03-02 09:30:00,118.52,3.419,348.12,0.86,59.94,129.091
1,2026-03-02 09:40:00,117.488,3.368,341.1,0.862,59.962,129.148
1,2026-03-02 09:50:00,116.9,3.326,335.04,0.861,59.94,129.206
1,2026-03-02 10:00:00,117.589,2.781,279.6,0.858,59.989,129.253
1,2026-03-02 10:10:00,118.467,2.511,254.7,0.857,59.978,129.295
1,2026-03-02 10:20:00,117.525,3.166,318.588,0.857,59.975,129.352
1,2026-03-02 10:30:00,118.26,1.956,197.75,0.855,59.95,129.384
1,2026-03-02 10:40:00,117.32,3.348,336.18,0.854,59.98,129.442
1,2026-03-02 10:50:00,117.578,2.154,215.911,0.856,59.967,129.478
1,2026-03-02 11:00:00,115.95,3.024,301.45,0.861,59.92,129.53
1,2026-03-02 11:10:00,113.888,2.58,253.088,0.861,59.925,129.571
1,2026-03-02 11:20:00,116.22,2.774,277.14,0.857,59.95,129.616
1,2026-03-02 11:30:00,115.844,2.653,263.678,0.858,59.944,129.665
1,2026-03-02 11:40:00,118.4,2.296,232.19,0.857,59.97,129.704
1,2026-03-02 11:50:00,117.367,3.022,304.144,0.856,59.967,129.758
1,2026-03-02 12:00:00,118.275,1.997,201.3,0.851,59.962,129.791
1,2026-03-02 12:10:00,118.911,3.832,392.333,0.861,59.967,129.849
1,2026-03-02 12:20:00,120.111,1.819,184.5,0.848,59.956,129.881
1,2026-03-02 12:30:00,119.22,3.335,339.64,0.855,60.0,129.938
1,2026-03-02 12:40:00,118.567,2.17,220.922,0.858,59.978,129.974
1,2026-03-02 12:50:00,118.14,3.043,308.4,0.857,59.94,130.026
1,2026-03-02 13:00:00,116.0,10.155,1140.18,0.942,59.99,130.217
1,2026-03-02 13:10:00,116.933,5.061,561.244,0.928,59.967,130.295
1,2026-03-02 13:20:00,118.6,5.544,601.011,0.904,59.967,130.403
1,2026-03-02 13:30:00,118.72,2.559,272.61,0.898,59.95,130.45
1,2026-03-02 13:40:00,118.544,3.493,370.333,0.897,59.944,130.514
1,2026-03-02 13:50:00,118.45,2.792,295.838,0.896,59.962,130.572
1,2026-03-02 14:00:00,118.78,4.348,464.92,0.89,60.0,130.654
1,2026-03-02 14:10:00,118.91,3.309,342.26,0.861,59.98,130.711
1,2026-03-02 14:20:00,118.28,2.261,230.79,0.865,59.95,130.749
1,2026-03-02 14:30:00,118.71,3.16,321.15,0.859,59.93,130.805
1,2026-03-02 14:40:00,119.63,1.954,201.86,0.865,59.97,130.837
1,2026-03-02 14:50:00,119.14,3.799,391.58,0.86,59.96,130.895
1,2026-03-02 15:00:00,117.81,5.946,690.82,0.989,59.96,131.002
1,2026-03-02 15:10:00,119.29,1.754,180.75,0.864,59.95,131.036
1,2026-03-02 15:20:00,119.21,2.668,274.68,0.863,59.95,131.08
1,2026-03-02 15:30:00,117.762,3.758,386.812,0.87,59.975,131.141
1,2026-03-02 15:40:00,117.82,3.367,341.91,0.862,59.96,131.199
1,2026-03-02 15:50:00,114.988,12.51,1404.788,0.962,59.988,131.414
1,2026-03-02 16:00:00,118.15,2.282,232.2,0.862,59.967,131.45
1,2026-03-02 16:10:00,118.58,3.478,358.93,0.865,59.93,131.509
1,2026-03-02 16:20:00,117.54,4.429,473.34,0.894,59.94,131.597
1,2026-03-02 16:30:00,119.59,3.257,349.05,0.882,59.96,131.664
1,2026-03-02 16:40:00,119.13,3.048,308.91,0.851,59.98,131.72
1,2026-03-02 16:50:00,120.12,1.915,195.65,0.851,59.95,131.753
1,2026-03-02 17:00:00,118.47,4.238,437.53,0.863,59.96,131.82
1,2026-03-02 17:10:00,120.13,1.878,192.27,0.855,59.93,131.854
1,2026-03-02 17:20:00,119.544,3.479,357.867,0.857,59.978,131.907
1,2026-03-02 17:30:00,119.71,2.088,211.91,0.846,59.94,131.952
1,2026-03-02 17:40:00,116.89,4.684,491.42,0.881,59.96,132.033
1,2026-03-02 17:50:00,117.014,2.656,264.729,0.849,59.929,132.072
1,2026-03-02 18:00:00,118.46,3.046,306.33,0.849,59.96,132.118
1,2026-03-02 18:10:00,118.51,3.979,418.04,0.869,59.96,132.184
1,2026-03-02 18:20:00,119.39,2.668,274.39,0.851,59.97,132.235
1,2026-03-02 18:30:00,117.04,3.9,405.61,0.89,59.96,132.311
1,2026-03-02 18:40:00,117.77,2.473,257.7,0.885,59.97,132.355
1,2026-03-02 18:50:00,116.71,4.325,458.27,0.908,59.98,132.43
1,2026-03-02 19:00:00,115.34,4.904,519.14,0.915,59.94,132.517
1,2026-03-02 19:10:00,117.25,3.421,365.12,0.91,59.96,132.581
1,2026-03-02 19:20:00,116.912,4.327,464.762,0.918,59.95,132.66
1,2026-03-02 19:30:00,117.56,4.179,450.35,0.917,59.95,132.738
1,2026-03-02 19:40:00,114.62,4.204,444.62,0.916,59.98,132.809
1,2026-03-02 19:50:00,116.63,4.65,498.88,0.92,59.97,132.896
1,2026-03-02 20:00:00,115.556,3.744,397.644,0.921,59.956,132.964
1,2026-03-02 20:10:00,115.01,10.244,1129.38,0.944,59.96,133.178
1,2026-03-02 20:20:00,117.17,6.005,649.1,0.904,59.96,133.299
1,2026-03-02 20:30:00,119.8,3.585,380.85,0.885,59.96,133.355
1,2026-03-02 20:40:00,119.7,3.141,331.63,0.882,59.97,133.409
1,2026-03-02 20:50:00,118.14,3.823,398.39,0.884,59.96,133.476
1,2026-03-02 21:00:00,116.61,8.41,964.16,0.988,59.98,133.622
1,2026-03-02 21:10:00,117.88,3.976,444.63,0.939,59.96,133.7
1,2026-03-02 21:20:00,119.7,3.67,400.162,0.916,59.988,133.764
1,2026-03-02 21:30:00,115.75,5.24,551.675,0.906,59.975,133.841
1,2026-03-02 21:40:00,116.99,6.053,642.69,0.899,59.96,133.949
1,2026-03-02 21:50:00,119.09,3.326,333.22,0.841,59.95,134.005
1,2026-03-02 22:00:00,119.26,3.333,333.87,0.841,59.97,134.065
1,2026-03-02 22:10:00,119.55,2.065,209.64,0.851,59.95,134.1
1,2026-03-02 22:20:00,118.888,3.563,369.65,0.862,59.962,134.161
1,2026-03-02 22:30:00,119.962,4.608,488.312,0.869,59.95,134.265
1,2026-03-02 22:40:00,120.35,1.896,190.9,0.837,59.96,134.297
1,2026-03-02 22:50:00,119.86,3.277,325.17,0.829,59.96,134.352
