Fase,FechaMedicion,Voltaje,Corriente,Potencia,FactorPotencia,Frecuencia,EnergiaActiva
2,2026-02-16 17:30:00,118.58,1.585,151.2,0.803,59.96,374.636
2,2026-02-16 17:40:00,120.49,1.56,150.58,0.801,59.97,374.662
2,2026-02-16 17:50:00,120.73,1.612,157.0,0.807,59.95,374.687
2,2026-02-16 18:00:00,119.59,1.797,179.65,0.835,59.98,374.716
2,2026-02-16 18:10:00,117.41,2.109,209.48,0.846,59.93,374.751
2,2026-02-16 18:20:00,117.39,2.073,206.63,0.849,59.98,374.787
2,2026-02-16 18:30:00,115.46,2.229,218.08,0.849,59.97,374.823
2,2026-02-16 18:40:00,116.67,2.249,223.62,0.853,59.97,374.86
2,2026-02-16 18:50:00,118.72,1.962,195.86,0.84,59.98,374.894
2,2026-02-16 19:00:00,120.01,1.592,143.52,0.749,59.98,374.918
2,2026-02-16 19:10:00,119.13,1.407,121.94,0.728,59.95,374.938
2,2026-02-16 19:20:00,117.06,2.132,214.98,0.836,59.95,374.975
2,2026-02-16 19:30:00,116.36,1.992,194.01,0.823,59.97,375.008
2,2026-02-16 19:40:00,117.07,1.727,160.76,0.795,59.96,375.035
2,2026-02-16 19:50:00,118.25,2.088,192.58,0.781,59.96,375.066
2,2026-02-16 20:00:00,119.33,2.311,212.98,0.772,59.97,375.102
2,2026-02-16 20:10:00,118.24,2.3,210.31,0.772,59.93,375.137
2,2026-02-16 20:20:00,118.371,2.297,210.514,0.774,59.986,375.165
2,2026-02-16 20:30:00,117.56,2.149,186.77,0.741,59.99,375.203
2,2026-02-16 20:40:00,118.32,2.084,179.5,0.727,59.93,375.234
2,2026-02-16 20:50:00,118.27,2.11,180.12,0.723,59.93,375.264
2,2026-02-16 21:00:00,117.91,2.05,177.58,0.734,59.94,375.294
2,2026-02-16 21:10:00,117.12,2.063,179.06,0.74,59.94,375.323
2,2026-02-16 21:20:00,117.37,5.617,634.54,0.904,59.97,375.417
2,2026-02-16 21:30:00,117.05,8.585,945.53,0.952,59.94,375.574
2,2026-02-16 21:40:00,115.338,7.54,866.6,1.0,59.938,375.719
2,2026-02-16 21:50:00,115.66,7.348,847.25,1.0,59.96,375.861
2,2026-02-16 22:00:00,117.711,7.461,875.589,1.0,59.922,376.007
2,2026-02-16 22:10:00,116.05,7.371,852.31,1.0,59.95,376.149
2,2026-02-16 22:20:00,117.25,7.436,868.94,1.0,59.98,376.294
2,2026-02-16 22:30:00,118.15,6.089,709.79,0.945,59.96,376.416
2,2026-02-16 22:40:00,119.58,0.626,51.33,0.656,59.97,376.424
2,2026-02-16 22:50:00,116.21,0.359,21.58,0.51,59.95,376.428
2,2026-02-16 23:00:00,116.65,0.362,21.13,0.498,59.95,376.432
2,2026-02-16 23:10:00,116.41,0.397,25.16,0.533,59.97,376.436
2,2026-02-16 23:20:00,119.33,0.345,19.94,0.485,59.98,376.439
2,2026-02-16 23:30:00,119.6,0.385,24.45,0.522,59.94,376.443
2,2026-02-16 23:40:00,119.78,0.375,23.47,0.514,59.95,376.447
2,2026-02-16 23:50:00,117.05,0.349,19.78,0.486,59.97,376.45
2,2026-02-17 00:00:00,116.56,0.35,19.76,0.484,59.94,376.453
2,2026-02-17 00:10:00,117.45,0.343,19.73,0.49,59.95,376.457
2,2026-02-17 00:20:00,118.61,0.342,19.78,0.488,59.94,376.46
2,2026-02-17 00:30:00,118.7,0.359,21.36,0.497,59.95,376.463
2,2026-02-17 00:40:00,117.36,0.345,19.84,0.49,59.97,376.467
2,2026-02-17 00:50:00,118.1,0.34,19.8,0.493,59.944,376.47
2,2026-02-17 01:00:00,117.822,0.34,19.756,0.49,59.944,376.473
2,2026-02-17 01:10:00,118.36,0.341,19.87,0.492,59.95,376.477
2,2026-02-17 01:20:00,118.82,0.347,19.77,0.481,59.95,376.48
2,2026-02-17 01:30:00,119.45,0.349,19.94,0.48,59.94,376.483
2,2026-02-17 01:40:00,119.14,0.342,19.8,0.488,59.95,376.487
2,2026-02-17 01:50:00,119.43,0.339,19.84,0.492,59.97,376.49
2,2026-02-17 02:00:00,117.28,0.34,19.68,0.494,59.93,376.493
2,2026-02-17 02:10:00,117.48,0.361,21.1,0.493,59.97,376.497
2,2026-02-17 02:20:00,118.36,0.341,19.75,0.491,59.96,376.5
2,2026-02-17 02:30:00,119.17,0.336,19.87,0.497,59.96,376.503
2,2026-02-17 02:40:00,119.25,0.334,19.88,0.5,59.95,376.507
2,2026-02-17 02:50:00,119.03,0.337,19.81,0.495,59.94,376.51
2,2026-02-17 03:00:00,119.04,0.339,19.7,0.489,59.97,376.513
2,2026-02-17 03:10:00,117.96,0.337,19.74,0.497,59.97,376.517
2,2026-02-17 03:20:00,118.38,0.337,19.76,0.499,59.97,376.52
2,2026-02-17 03:30:00,119.02,0.368,23.54,0.534,59.95,376.524
2,2026-02-17 03:40:00,118.66,0.402,27.3,0.567,59.97,376.528
2,2026-02-17 03:50:00,118.6,0.405,27.812,0.575,59.988,376.534
2,2026-02-17 04:00:00,118.49,0.377,25.25,0.565,59.95,376.538
2,2026-02-17 04:10:00,117.825,0.382,25.65,0.571,59.925,376.542
2,2026-02-17 04:20:00,118.49,0.38,25.27,0.561,59.95,376.546
2,2026-02-17 04:30:00,118.57,0.381,25.26,0.56,59.97,376.55
2,2026-02-17 04:40:00,118.17,0.376,25.21,0.567,59.98,376.555
2,2026-02-17 04:50:00,118.32,0.376,25.13,0.565,59.98,376.559
2,2026-02-17 05:00:00,118.21,0.4,27.19,0.57,59.94,376.563
2,2026-02-17 05:10:00,116.9,0.391,25.07,0.549,59.95,376.568
2,2026-02-17 05:20:00,118.3,0.381,25.14,0.557,59.96,376.572
2,2026-02-17 05:30:00,118.24,0.382,25.2,0.559,59.95,376.576
2,2026-02-17 05:40:00,117.31,0.375,23.96,0.545,59.93,376.58
2,2026-02-17 05:50:00,117.93,0.344,19.62,0.483,59.98,376.583
2,2026-02-17 06:00:00,118.11,0.342,19.65,0.486,59.93,376.587
2,2026-02-17 06:10:00,119.47,0.339,19.82,0.489,59.98,376.59
2,2026-02-17 06:20:00,118.43,0.336,19.75,0.497,59.99,376.593
2,2026-02-17 06:30:00,118.85,0.337,19.77,0.493,59.96,376.597
2,2026-02-17 06:40:00,118.61,0.339,19.91,0.495,59.97,376.6
2,2026-02-17 06:50:00,118.76,0.332,19.71,0.497,59.95,376.603
2,2026-02-17 07:00:00,118.79,0.331,19.78,0.501,59.96,376.607
2,2026-02-17 07:10:00,118.45,0.333,19.65,0.499,59.94,376.61
2,2026-02-17 07:20:00,117.68,0.363,22.8,0.528,59.92,376.614
2,2026-02-17 07:30:00,117.08,0.645,48.6,0.642,59.97,376.622
2,2026-02-17 07:40:00,118.52,0.661,55.1,0.697,59.97,376.631
2,2026-02-17 07:50:00,117.85,0.587,54.83,0.795,59.96,376.64
2,2026-02-17 08:00:00,117.09,0.534,49.61,0.794,59.93,376.648
2,2026-02-17 08:10:00,116.8,0.533,49.57,0.796,59.94,376.656
2,2026-02-17 08:20:00,116.42,0.636,58.66,0.797,59.94,376.666
2,2026-02-17 08:30:00,115.99,1.184,101.65,0.751,59.94,376.684
2,2026-02-17 08:40:00,116.66,0.815,80.26,0.854,59.96,376.698
2,2026-02-17 08:50:00,117.9,0.729,69.4,0.814,59.94,376.71
2,2026-02-17 09:00:00,116.98,1.115,104.23,0.822,59.98,376.726
2,2026-02-17 09:10:00,118.37,0.9,83.4,0.795,59.92,376.739
2,2026-02-17 09:20:00,116.5,0.851,82.88,0.827,59.94,376.754
2,2026-02-17 09:30:00,116.71,0.602,47.82,0.675,59.94,376.762
2,2026-02-17 09:40:00,115.82,0.962,80.32,0.749,59.96,376.773
2,2026-02-17 09:50:00,114.83,0.818,60.17,0.599,59.95,376.784
2,2026-02-17 10:00:00,115.54,0.394,24.21,0.531,59.95,376.788
2,2026-02-17 10:10:00,115.8,0.383,23.66,0.533,59.95,376.792
2,2026-02-17 10:20:00,115.39,0.368,22.77,0.536,59.98,376.796
2,2026-02-17 10:30:00,114.56,2.15,205.71,0.667,59.96,376.828
2,2026-02-17 10:40:00,114.24,0.354,20.96,0.518,59.98,376.832
2,2026-02-17 10:50:00,114.85,0.356,20.92,0.513,59.99,376.835
2,2026-02-17 11:00:00,115.9,0.344,20.6,0.516,59.94,376.838
2,2026-02-17 11:10:00,116.19,1.438,143.09,0.602,59.95,376.852
2,2026-02-17 11:20:00,116.74,0.341,20.08,0.506,59.98,376.856
2,2026-02-17 11:30:00,114.27,0.341,19.86,0.51,59.94,376.859
2,2026-02-17 11:40:00,114.25,0.341,19.85,0.51,59.98,376.862
2,2026-02-17 11:50:00,115.07,0.34,19.96,0.511,60.0,376.866
2,2026-02-17 12:00:00,114.48,0.345,19.96,0.506,59.96,376.869
2,2026-02-17 12:10:00,115.42,0.344,19.84,0.5,59.95,376.872
2,2026-02-17 12:20:00,114.3,0.34,19.55,0.503,59.97,376.876
2,2026-02-17 12:30:00,115.14,0.339,19.58,0.503,59.95,376.879
2,2026-02-17 12:40:00,115.05,0.332,19.62,0.514,59.93,376.882
2,2026-02-17 12:50:00,116.09,0.657,47.75,0.567,59.95,376.888
2,2026-02-17 13:00:00,116.51,0.333,19.9,0.514,59.96,376.891
2,2026-02-17 13:10:00,116.31,0.333,19.7,0.51,59.96,376.895
2,2026-02-17 13:20:00,116.86,0.333,19.74,0.508,59.94,376.898
2,2026-02-17 13:30:00,115.8,0.352,20.057,0.494,59.986,376.901
2,2026-02-17 13:40:00,115.42,0.352,19.83,0.489,59.98,376.905
2,2026-02-17 13:50:00,116.34,0.333,19.61,0.506,59.97,376.908
2,2026-02-17 14:00:00,117.23,0.333,19.78,0.51,59.95,376.911
2,2026-02-17 14:10:00,116.31,0.338,20.26,0.515,59.95,376.914
2,2026-02-17 14:20:00,116.74,0.335,19.87,0.506,59.96,376.918
2,2026-02-17 14:30:00,116.41,0.336,19.9,0.509,59.93,376.921
2,2026-02-17 14:40:00,115.63,1.196,94.95,0.687,59.93,376.936
2,2026-02-17 14:50:00,116.04,1.092,85.47,0.674,59.97,376.95
2,2026-02-17 15:00:00,114.1,1.123,86.2,0.671,59.99,376.965
2,2026-02-17 15:10:00,114.97,1.074,81.34,0.659,59.94,376.979
2,2026-02-17 15:20:00,115.39,1.064,79.41,0.646,59.94,376.993
2,2026-02-17 15:30:00,115.53,1.046,78.73,0.652,59.97,377.006
2,2026-02-17 15:40:00,116.34,1.051,80.79,0.661,59.91,377.02
2,2026-02-17 15:50:00,115.71,1.105,86.35,0.675,59.96,377.034
2,2026-02-17 16:00:00,115.66,1.379,123.94,0.764,59.95,377.055
2,2026-02-17 16:10:00,115.4,1.537,146.22,0.826,59.97,377.079
2,2026-02-17 16:20:00,115.2,3.912,427.362,0.886,59.975,377.15
2,2026-02-17 16:30:00,114.9,7.926,905.244,0.99,59.933,377.286
2,2026-02-17 16:40:00,115.8,7.925,912.556,0.991,59.944,377.454
2,2026-02-17 16:50:00,114.51,7.978,907.28,0.99,59.96,377.606
2,2026-02-17 17:00:00,111.78,8.019,889.45,0.99,59.99,377.755
2,2026-02-17 17:10:00,110.75,8.236,906.0,0.991,59.97,377.908
2,2026-02-17 17:20:00,108.84,8.069,873.06,0.989,59.96,378.054
2,2026-02-17 17:30:00,113.68,8.192,924.07,0.99,59.93,378.211
2,2026-02-17 17:40:00,115.15,8.254,943.61,0.99,59.94,378.369
2,2026-02-17 17:50:00,115.17,8.336,952.75,0.99,59.96,378.528
2,2026-02-17 18:00:00,112.37,6.941,759.01,0.953,59.98,378.658
2,2026-02-17 18:10:00,117.44,2.033,198.33,0.831,59.97,378.691
2,2026-02-17 18:20:00,116.81,2.044,199.08,0.833,59.93,378.724
2,2026-02-17 18:30:00,114.55,2.148,203.21,0.825,59.96,378.758
2,2026-02-17 18:40:00,115.0,2.206,207.28,0.817,59.93,378.793
2,2026-02-17 18:50:00,116.46,1.97,175.13,0.761,59.95,378.822
2,2026-02-17 19:00:00,116.638,1.87,161.425,0.739,59.975,378.844
2,2026-02-17 19:10:00,116.87,1.973,181.24,0.785,59.95,378.879
2,2026-02-17 19:20:00,115.056,1.82,167.522,0.799,59.989,378.905
2,2026-02-17 19:30:00,115.333,1.611,147.683,0.795,59.9,378.93
2,2026-02-17 19:40:00,116.4,1.566,144.5,0.794,59.944,378.957
2,2026-02-17 19:50:00,116.61,1.541,142.32,0.793,59.97,378.98
2,2026-02-17 20:00:00,116.238,1.456,131.562,0.775,59.988,379.002
2,2026-02-17 20:10:00,115.87,1.589,142.5,0.77,59.96,379.026
2,2026-02-17 20:20:00,117.55,1.646,145.67,0.753,59.95,379.05
2,2026-02-17 20:30:00,116.7,1.82,158.09,0.745,59.95,379.076
2,2026-02-17 20:40:00,117.73,1.655,141.74,0.728,59.97,379.101
2,2026-02-17 20:50:00,118.15,1.59,142.34,0.757,59.93,379.124
2,2026-02-17 21:00:00,118.27,1.493,134.01,0.758,59.95,379.147
2,2026-02-17 21:10:00,117.54,1.566,143.0,0.775,59.96,379.171
2,2026-02-17 21:20:00,118.18,1.431,126.68,0.75,59.96,379.191
2,2026-02-17 21:30:00,118.78,0.882,76.71,0.72,59.98,379.205
2,2026-02-17 21:40:00,117.62,6.453,755.15,0.966,59.98,379.329
2,2026-02-17 21:50:00,116.33,6.375,736.96,0.967,59.98,379.453
2,2026-02-17 22:00:00,117.75,0.477,36.61,0.651,59.99,379.459
2,2026-02-17 22:10:00,118.93,0.422,30.43,0.601,59.94,379.464
2,2026-02-17 22:20:00,118.77,0.39,26.69,0.575,59.96,379.469
2,2026-02-17 22:30:00,117.67,0.38,24.34,0.538,59.96,379.473
2,2026-02-17 22:40:00,118.138,0.348,20.362,0.492,59.95,379.477
2,2026-02-17 22:50:00,118.86,0.366,21.92,0.5,59.95,379.481
2,2026-02-17 23:00:00,119.67,0.356,21.48,0.5,59.96,379.484
2,2026-02-17 23:10:00,117.412,0.337,19.812,0.5,59.938,379.487
2,2026-02-17 23:20:00,117.888,0.339,19.875,0.5,59.938,379.491
2,2026-02-17 23:30:00,117.78,0.344,20.15,0.499,59.96,379.494
2,2026-02-17 23:40:00,118.2,0.339,19.8,0.493,59.94,379.497
2,2026-02-17 23:50:00,117.4,0.347,19.79,0.484,59.98,379.501
2,2026-02-18 00:00:00,118.13,0.342,19.84,0.49,59.98,379.504
2,2026-02-18 00:10:00,117.925,0.336,19.762,0.499,59.938,379.507
2,2026-02-18 00:20:00,118.07,0.336,19.76,0.499,59.96,379.511
2,2026-02-18 00:30:00,118.27,0.359,21.86,0.507,59.98,379.514
2,2026-02-18 00:40:00,118.74,0.346,19.86,0.483,59.99,379.518
2,2026-02-18 00:50:00,117.8,0.35,19.94,0.483,59.96,379.521
2,2026-02-18 01:00:00,118.94,0.346,20.45,0.496,59.96,379.525
2,2026-02-18 01:10:00,118.53,0.337,19.83,0.494,59.96,379.528
2,2026-02-18 01:20:00,117.89,0.335,19.73,0.499,59.93,379.531
2,2026-02-18 01:30:00,118.31,0.336,19.8,0.498,59.95,379.534
2,2026-02-18 01:40:00,118.51,0.338,19.85,0.494,59.98,379.538
2,2026-02-18 01:50:00,117.93,0.333,19.77,0.504,59.96,379.541
2,2026-02-18 02:00:00,118.62,0.335,19.81,0.5,59.98,379.544
2,2026-02-18 02:10:00,118.44,0.335,19.86,0.5,59.96,379.548
2,2026-02-18 02:20:00,118.15,0.34,19.9,0.495,59.93,379.551
2,2026-02-18 02:30:00,118.27,0.36,22.3,0.518,59.99,379.555
2,2026-02-18 02:40:00,118.2,0.368,23.83,0.535,59.96,379.559
2,2026-02-18 02:50:00,117.75,0.334,19.71,0.501,59.97,379.562
2,2026-02-18 03:00:00,118.86,0.339,19.87,0.491,59.92,379.566
2,2026-02-18 03:10:00,118.61,0.343,19.9,0.49,59.97,379.569
2,2026-02-18 03:20:00,118.41,0.335,19.79,0.499,59.98,379.572
2,2026-02-18 03:30:00,119.29,0.364,23.61,0.541,59.96,379.576
2,2026-02-18 03:40:00,118.53,0.38,25.29,0.56,59.92,379.58
2,2026-02-18 03:50:00,117.68,0.389,25.67,0.561,59.94,379.584
2,2026-02-18 04:00:00,118.43,0.387,25.72,0.561,59.97,379.589
2,2026-02-18 04:10:00,118.28,0.38,25.27,0.562,59.95,379.593
2,2026-02-18 04:20:00,117.97,0.382,25.37,0.561,59.94,379.597
2,2026-02-18 04:30:00,118.21,0.381,25.24,0.56,59.97,379.601
2,2026-02-18 04:40:00,117.93,0.382,25.15,0.559,59.93,379.606
2,2026-02-18 04:50:00,116.6,0.38,25.1,0.566,59.93,379.61
2,2026-02-18 05:00:00,117.45,0.379,25.17,0.566,59.95,379.614
2,2026-02-18 05:10:00,117.0,0.39,25.12,0.55,59.96,379.618
2,2026-02-18 05:20:00,115.85,0.397,25.35,0.554,59.97,379.623
2,2026-02-18 05:30:00,115.49,0.392,25.5,0.562,59.93,379.627
2,2026-02-18 05:40:00,115.32,0.578,49.96,0.727,59.93,379.635
2,2026-02-18 05:50:00,115.02,0.574,50.39,0.744,59.95,379.644
2,2026-02-18 06:00:00,115.47,0.343,19.64,0.498,59.94,379.647
2,2026-02-18 06:10:00,116.06,0.347,19.72,0.487,59.93,379.65
2,2026-02-18 06:20:00,114.43,0.796,57.98,0.58,59.98,379.658
2,2026-02-18 06:30:00,114.962,1.74,147.875,0.738,59.975,379.682
2,2026-02-18 06:40:00,115.29,1.883,163.92,0.756,59.96,379.708
2,2026-02-18 06:50:00,114.89,1.631,132.96,0.708,59.94,379.73
2,2026-02-18 07:00:00,113.85,1.446,109.09,0.662,59.95,379.749
2,2026-02-18 07:10:00,113.07,1.342,100.58,0.664,59.96,379.766
2,2026-02-18 07:20:00,115.16,1.252,94.87,0.66,59.95,379.782
2,2026-02-18 07:30:00,115.32,1.821,166.5,0.692,59.91,379.807
2,2026-02-18 07:40:00,116.71,7.521,871.74,0.99,59.95,379.953
2,2026-02-18 07:50:00,117.04,1.118,84.13,0.642,59.94,379.97
2,2026-02-18 08:00:00,114.21,1.285,109.2,0.743,59.96,379.989
2,2026-02-18 08:10:00,115.55,1.261,108.96,0.748,59.93,380.007
2,2026-02-18 08:20:00,115.88,1.321,112.48,0.736,59.98,380.025
2,2026-02-18 08:30:00,114.84,1.441,125.37,0.752,59.96,380.045
2,2026-02-18 08:40:00,114.06,1.784,164.88,0.808,59.95,380.073
2,2026-02-18 08:50:00,113.97,1.425,120.94,0.744,59.96,380.094
2,2026-02-18 09:00:00,115.35,1.291,110.43,0.741,59.97,380.112
2,2026-02-18 09:10:00,115.06,1.32,116.02,0.763,59.96,380.132
2,2026-02-18 09:20:00,115.71,1.253,111.51,0.768,59.94,380.151
2,2026-02-18 09:30:00,115.07,1.237,107.88,0.757,59.95,380.169
2,2026-02-18 09:40:00,114.27,1.241,107.83,0.758,59.97,380.188
2,2026-02-18 09:50:00,112.13,1.218,101.63,0.743,59.97,380.205
2,2026-02-18 10:00:00,112.38,1.267,107.3,0.752,59.94,380.223
2,2026-02-18 10:10:00,114.52,1.311,112.32,0.749,59.95,380.242
2,2026-02-18 10:20:00,115.61,1.25,108.48,0.749,59.97,380.26
2,2026-02-18 10:30:00,112.98,1.358,115.18,0.751,59.99,380.279
2,2026-02-18 10:40:00,112.15,1.312,109.16,0.742,59.98,380.298
2,2026-02-18 10:50:00,111.53,1.333,109.26,0.735,59.95,380.316
2,2026-02-18 11:00:00,112.6,1.416,122.81,0.77,59.95,380.337
2,2026-02-18 11:10:00,113.73,1.381,120.03,0.766,59.92,380.358
2,2026-02-18 11:20:00,113.35,1.38,120.12,0.768,59.99,380.378
2,2026-02-18 11:30:00,111.68,1.341,112.18,0.747,59.95,380.396
2,2026-02-18 11:40:00,112.1,1.348,113.26,0.75,59.98,380.415
2,2026-02-18 11:50:00,110.91,1.409,119.12,0.762,59.97,380.435
2,2026-02-18 12:00:00,111.7,1.36,113.31,0.746,59.96,380.454
2,2026-02-18 12:10:00,111.55,1.339,111.83,0.749,59.97,380.472
2,2026-02-18 12:20:00,111.78,1.314,111.63,0.76,59.95,380.491
2,2026-02-18 12:30:00,114.06,1.273,109.36,0.752,59.94,380.51
2,2026-02-18 12:40:00,113.68,1.285,110.21,0.754,59.98,380.528
2,2026-02-18 12:50:00,113.66,1.294,108.88,0.741,59.94,380.546
2,2026-02-18 13:00:00,113.3,1.285,107.89,0.741,59.98,380.565
2,2026-02-18 13:10:00,113.71,1.313,111.94,0.749,59.97,380.584
2,2026-02-18 13:20:00,113.11,1.27,104.21,0.726,59.97,380.601
2,2026-02-18 13:30:00,114.075,1.249,102.925,0.721,59.975,380.618
2,2026-02-18 13:40:00,113.79,1.227,101.64,0.728,59.97,380.635
2,2026-02-18 13:50:00,114.66,1.21,100.01,0.721,59.99,380.652
2,2026-02-18 14:00:00,115.38,1.252,106.79,0.739,59.94,380.67
2,2026-02-18 14:10:00,113.62,1.252,104.4,0.735,59.94,380.688
2,2026-02-18 14:20:00,113.76,1.297,110.02,0.745,59.97,380.706
2,2026-02-18 14:30:00,113.27,1.252,103.67,0.73,59.97,380.723
2,2026-02-18 14:40:00,113.2,1.266,107.2,0.748,59.91,380.741
2,2026-02-18 14:50:00,114.0,1.281,106.88,0.731,59.98,380.76
2,2026-02-18 15:00:00,115.68,1.592,142.66,0.773,59.99,380.784
2,2026-02-18 15:10:00,114.36,1.55,135.83,0.765,59.98,380.807
2,2026-02-18 15:20:00,115.88,1.553,137.94,0.766,59.95,380.831
2,2026-02-18 15:30:00,115.75,1.541,136.06,0.761,59.96,380.854
2,2026-02-18 15:40:00,114.9,1.597,138.76,0.755,59.95,380.877
2,2026-02-18 15:50:00,113.94,1.573,133.15,0.743,59.93,380.899
2,2026-02-18 16:00:00,113.8,1.403,117.56,0.736,59.96,380.92
2,2026-02-18 16:10:00,116.06,1.307,108.77,0.718,59.92,380.938
2,2026-02-18 16:20:00,117.02,1.318,111.63,0.724,59.98,380.957
2,2026-02-18 16:30:00,117.79,1.283,109.17,0.722,59.97,380.976
2,2026-02-18 16:40:00,115.96,1.627,151.61,0.797,59.95,381.0
2,2026-02-18 16:50:00,114.96,1.827,178.49,0.848,59.95,381.029
2,2026-02-18 17:00:00,115.09,2.131,213.13,0.868,59.99,381.064
2,2026-02-18 17:10:00,116.04,2.294,234.82,0.882,59.96,381.103
2,2026-02-18 17:20:00,117.33,2.269,233.79,0.879,59.94,381.142
2,2026-02-18 17:30:00,116.97,2.2,226.1,0.878,59.97,381.18
2,2026-02-18 17:40:00,117.6,1.8,174.92,0.826,59.96,381.209
2,2026-02-18 17:50:00,115.76,1.826,174.14,0.823,59.97,381.238
2,2026-02-18 18:00:00,116.74,1.977,191.59,0.831,59.99,381.27
2,2026-02-18 18:10:00,118.13,1.745,167.42,0.81,59.92,381.298
2,2026-02-18 18:20:00,116.62,1.531,141.08,0.789,59.97,381.322
2,2026-02-18 18:30:00,115.07,1.483,129.91,0.761,59.93,381.343
2,2026-02-18 18:40:00,114.67,0.544,40.57,0.646,59.98,381.35
2,2026-02-18 18:50:00,116.17,0.522,38.23,0.628,59.94,381.357
2,2026-02-18 19:00:00,116.17,0.485,35.36,0.63,59.96,381.363
2,2026-02-18 19:10:00,114.68,0.517,37.74,0.637,59.94,381.369
2,2026-02-18 19:20:00,114.01,0.52,37.7,0.635,59.94,381.375
2,2026-02-18 19:30:00,114.66,0.485,34.9,0.629,59.93,381.381
2,2026-02-18 19:40:00,115.65,0.48,35.02,0.63,59.97,381.387
2,2026-02-18 19:50:00,117.12,0.478,35.12,0.628,59.94,381.393
2,2026-02-18 20:00:00,117.13,0.489,36.53,0.635,59.96,381.399
2,2026-02-18 20:10:00,115.76,0.612,50.69,0.695,59.96,381.407
2,2026-02-18 20:20:00,116.87,0.804,76.12,0.81,59.96,381.419
2,2026-02-18 20:30:00,118.17,0.807,76.69,0.803,59.95,381.432
2,2026-02-18 20:40:00,119.45,0.696,62.62,0.745,59.95,381.443
2,2026-02-18 20:50:00,117.14,1.487,117.45,0.659,59.96,381.462
2,2026-02-18 21:00:00,117.97,1.88,151.59,0.684,59.97,381.487
2,2026-02-18 21:10:00,118.325,1.421,115.05,0.684,59.975,381.502
2,2026-02-18 21:20:00,119.56,1.637,147.52,0.749,59.95,381.531
2,2026-02-18 21:30:00,119.122,1.741,163.922,0.791,59.967,381.559
2,2026-02-18 21:40:00,117.75,2.042,202.15,0.784,59.97,381.593
2,2026-02-18 21:50:00,115.07,7.35,842.79,1.0,59.94,381.734
2,2026-02-18 22:00:00,117.1,7.454,870.03,1.0,59.97,381.879
2,2026-02-18 22:10:00,116.17,7.424,859.36,1.0,59.96,382.023
2,2026-02-18 22:20:00,118.33,2.189,234.57,0.797,59.94,382.067
2,2026-02-18 22:30:00,118.38,0.875,76.19,0.735,59.94,382.08
2,2026-02-18 22:40:00,118.77,0.798,68.22,0.721,59.95,382.092
2,2026-02-18 22:50:00,119.26,0.768,65.11,0.71,59.97,382.103
2,2026-02-18 23:00:00,118.61,0.84,71.55,0.72,59.98,382.115
2,2026-02-18 23:10:00,117.85,0.762,64.34,0.72,59.99,382.125
2,2026-02-18 23:20:00,117.17,0.538,41.23,0.642,59.95,382.133
2,2026-02-18 23:30:00,117.62,0.403,25.93,0.54,59.97,382.137
2,2026-02-18 23:40:00,118.68,0.403,25.87,0.525,59.95,382.141
2,2026-02-18 23:50:00,119.45,0.364,22.01,0.5,59.94,382.145
2,2026-02-19 00:00:00,118.88,0.355,21.28,0.501,59.93,382.148
2,2026-02-19 00:10:00,118.99,0.343,19.81,0.486,59.94,382.151
2,2026-02-19 00:20:00,118.79,0.346,19.74,0.48,59.96,382.155
2,2026-02-19 00:30:00,117.76,0.347,19.64,0.48,59.97,382.158
2,2026-02-19 00:40:00,117.73,0.34,19.65,0.491,59.97,382.161
2,2026-02-19 00:50:00,118.5,0.34,19.81,0.491,59.97,382.165
2,2026-02-19 01:00:00,119.46,0.36,21.81,0.502,59.95,382.168
2,2026-02-19 01:10:00,119.44,0.349,19.76,0.475,59.96,382.172
2,2026-02-19 01:20:00,118.42,0.343,19.68,0.484,59.97,382.175
2,2026-02-19 01:30:00,118.26,0.337,19.71,0.494,59.97,382.178
2,2026-02-19 01:40:00,117.78,0.374,23.73,0.525,59.94,382.182
2,2026-02-19 01:50:00,119.22,0.342,19.82,0.485,59.95,382.185
2,2026-02-19 02:00:00,120.23,0.345,20.17,0.487,59.95,382.189
2,2026-02-19 02:10:00,119.09,0.337,19.86,0.495,59.95,382.192
2,2026-02-19 02:20:00,117.84,0.366,22.95,0.522,59.94,382.196
2,2026-02-19 02:30:00,117.77,0.339,19.65,0.49,59.96,382.199
2,2026-02-19 02:40:00,117.65,0.343,19.68,0.488,59.97,382.202
2,2026-02-19 02:50:00,118.63,0.335,19.56,0.492,59.93,382.205
2,2026-02-19 03:00:00,120.15,0.331,19.68,0.493,59.98,382.209
2,2026-02-19 03:10:00,119.712,0.333,19.788,0.5,59.988,382.212
2,2026-02-19 03:20:00,119.59,0.337,19.81,0.493,59.94,382.215
2,2026-02-19 03:30:00,118.1,0.374,23.55,0.53,59.96,382.219
2,2026-02-19 03:40:00,118.78,0.38,25.22,0.56,59.94,382.223
2,2026-02-19 03:50:00,118.57,0.38,25.24,0.56,59.95,382.228
2,2026-02-19 04:00:00,118.92,0.38,25.21,0.557,59.94,382.232
2,2026-02-19 04:10:00,119.04,0.385,25.38,0.552,59.97,382.236
2,2026-02-19 04:20:00,118.6,0.38,25.15,0.557,59.94,382.24
2,2026-02-19 04:30:00,117.64,0.401,27.16,0.572,59.94,382.245
2,2026-02-19 04:40:00,117.06,0.393,25.98,0.563,59.95,382.249
2,2026-02-19 04:50:00,116.9,0.422,28.45,0.574,59.96,382.254
