FechaMedicion,Potencia,yhat,error,phase,variant
2026-03-14 13:20:00,19.9,60.430195559011,-40.530195559011,2,univariable
2026-03-14 13:30:00,19.788,60.8548245492004,-41.066824549200405,2,univariable
2026-03-14 13:40:00,19.88,61.28791293151647,-41.40791293151648,2,univariable
2026-03-14 13:50:00,20.233,61.729284883964866,-41.49628488396486,2,univariable
2026-03-14 14:00:00,21.157,62.17876356130452,-41.021763561304525,2,univariable
2026-03-14 14:10:00,21.5,62.636171153533226,-41.136171153533226,2,univariable
