FechaMedicion,Potencia,yhat,error,phase,variant
2026-03-14 13:20:00,19.9,24.0355355662453,-4.135535566245302,2,multivariable
2026-03-14 13:30:00,19.788,23.21486533991893,-3.4268653399189297,2,multivariable
2026-03-14 13:40:00,19.88,35.47404730168273,-15.594047301682732,2,multivariable
2026-03-14 13:50:00,20.233,37.009325257920665,-16.776325257920664,2,multivariable
2026-03-14 14:00:00,21.157,47.35335926223436,-26.196359262234363,2,multivariable
2026-03-14 14:10:00,21.5,19.531344854083216,1.9686551459167845,2,multivariable
