FechaMedicion,Potencia,Voltaje,FactorPotencia,Frecuencia,phase,variant
2026-02-22 05:50:00,20.09,117.82,0.488,59.95,2,multivariable
2026-02-22 06:00:00,19.82,118.03,0.488,59.95,2,multivariable
2026-02-22 06:10:00,19.73,116.49,0.492,59.95,2,multivariable
2026-02-22 06:20:00,26.62,118.41,0.522,59.93,2,multivariable
2026-02-22 06:30:00,54.76,118.98,0.683,59.94,2,multivariable
2026-02-22 06:40:00,61.59,119.2,0.7,59.94,2,multivariable
2026-02-22 06:50:00,60.12,118.55,0.702,59.97,2,multivariable
2026-02-22 07:00:00,44.85,118.48,0.621,59.97,2,multivariable
2026-02-22 07:10:00,19.93,118.38,0.495,59.99,2,multivariable
2026-02-22 07:20:00,19.9,117.93,0.497,59.97,2,multivariable
2026-02-22 07:30:00,19.54,117.04,0.489,59.98,2,multivariable
2026-02-22 07:40:00,19.54,117.21,0.488,59.94,2,multivariable
2026-02-22 07:50:00,19.54,116.16,0.498,59.95,2,multivariable
2026-02-22 08:00:00,19.33,114.36,0.501,59.96,2,multivariable
2026-02-22 08:10:00,19.08,111.31,0.511,59.99,2,multivariable
2026-02-22 08:20:00,19.24,111.99,0.509,59.97,2,multivariable
2026-02-22 08:30:00,19.39,113.57,0.51,59.97,2,multivariable
2026-02-22 08:40:00,19.72,115.36,0.511,59.95,2,multivariable
2026-02-22 08:50:00,19.7,114.8,0.508,59.96,2,multivariable
2026-02-22 09:00:00,19.275,113.375,0.519,59.975,2,multivariable
2026-02-22 09:10:00,19.41,114.81,0.511,59.94,2,multivariable
2026-02-22 09:20:00,19.5,115.48,0.513,59.92,2,multivariable
2026-02-22 09:30:00,19.45,114.18,0.511,59.95,2,multivariable
2026-02-22 09:40:00,19.59,114.06,0.498,59.98,2,multivariable
2026-02-22 09:50:00,19.55,115.475,0.496,59.988,2,multivariable
2026-02-22 10:00:00,19.67,116.09,0.498,59.99,2,multivariable
2026-02-22 10:10:00,19.733,116.611,0.506,59.956,2,multivariable
2026-02-22 10:20:00,19.756,115.533,0.517,59.967,2,multivariable
2026-02-22 10:30:00,26.12,114.81,0.549,59.95,2,multivariable
2026-02-22 10:40:00,83.2,114.262,0.895,59.938,2,multivariable
2026-02-22 10:50:00,81.51,114.4,0.887,59.98,2,multivariable
2026-02-22 11:00:00,79.82,115.3,0.874,59.96,2,multivariable
2026-02-22 11:10:00,81.22,115.6,0.886,59.97,2,multivariable
2026-02-22 11:20:00,84.71,116.47,0.885,59.99,2,multivariable
2026-02-22 11:30:00,87.08,117.16,0.835,59.96,2,multivariable
2026-02-22 11:40:00,119.13,117.58,0.772,59.95,2,multivariable
2026-02-22 11:50:00,189.775,115.7,0.668,59.95,2,multivariable
2026-02-22 12:00:00,210.31,116.74,0.682,59.94,2,multivariable
2026-02-22 12:10:00,158.54,116.62,0.748,59.97,2,multivariable
2026-02-22 12:20:00,143.62,116.82,0.729,59.97,2,multivariable
2026-02-22 12:30:00,117.18,115.5,0.701,59.94,2,multivariable
2026-02-22 12:40:00,137.38,114.99,0.725,59.96,2,multivariable
2026-02-22 12:50:00,153.556,114.789,0.698,59.967,2,multivariable
2026-02-22 13:00:00,99.375,116.425,0.698,59.962,2,multivariable
2026-02-22 13:10:00,117.162,116.888,0.732,59.975,2,multivariable
2026-02-22 13:20:00,148.257,117.457,0.731,59.957,2,multivariable
2026-02-22 13:30:00,252.944,117.467,0.708,59.922,2,multivariable
2026-02-22 13:40:00,182.89,116.26,0.688,59.94,2,multivariable
2026-02-22 13:50:00,78.11,116.51,0.64,59.96,2,multivariable
2026-02-22 14:00:00,85.29,115.08,0.644,59.97,2,multivariable
2026-02-22 14:10:00,80.54,115.67,0.638,59.97,2,multivariable
2026-02-22 14:20:00,81.81,115.97,0.63,59.94,2,multivariable
2026-02-22 14:30:00,82.72,117.74,0.654,59.93,2,multivariable
2026-02-22 14:40:00,81.31,116.78,0.645,59.95,2,multivariable
2026-02-22 14:50:00,105.46,118.4,0.72,59.95,2,multivariable
2026-02-22 15:00:00,136.47,117.88,0.808,59.94,2,multivariable
2026-02-22 15:10:00,134.65,115.65,0.809,59.93,2,multivariable
2026-02-22 15:20:00,134.38,116.01,0.82,59.98,2,multivariable
2026-02-22 15:30:00,132.51,114.98,0.82,60.0,2,multivariable
2026-02-22 15:40:00,136.62,115.01,0.82,59.95,2,multivariable
2026-02-22 15:50:00,138.49,114.22,0.813,59.97,2,multivariable
2026-02-22 16:00:00,144.29,116.69,0.816,59.96,2,multivariable
2026-02-22 16:10:00,140.06,116.4,0.818,59.95,2,multivariable
2026-02-22 16:20:00,143.61,117.54,0.819,59.96,2,multivariable
2026-02-22 16:30:00,145.738,117.275,0.814,59.925,2,multivariable
2026-02-22 16:40:00,138.362,118.075,0.806,59.95,2,multivariable
2026-02-22 16:50:00,137.1,118.9,0.816,59.97,2,multivariable
2026-02-22 17:00:00,139.26,119.01,0.812,59.97,2,multivariable
2026-02-22 17:10:00,139.27,118.49,0.819,59.99,2,multivariable
2026-02-22 17:20:00,135.63,115.89,0.819,59.94,2,multivariable
2026-02-22 17:30:00,135.72,116.72,0.82,59.94,2,multivariable
2026-02-22 17:40:00,144.18,117.95,0.806,59.94,2,multivariable
2026-02-22 17:50:00,142.83,117.05,0.795,59.97,2,multivariable
2026-02-22 18:00:00,144.59,115.5,0.808,59.95,2,multivariable
2026-02-22 18:10:00,190.12,116.83,0.855,59.94,2,multivariable
2026-02-22 18:20:00,190.7,115.98,0.87,59.99,2,multivariable
2026-02-22 18:30:00,187.01,117.18,0.869,59.94,2,multivariable
2026-02-22 18:40:00,187.06,117.2,0.872,59.96,2,multivariable
2026-02-22 18:50:00,136.089,115.422,0.793,59.978,2,multivariable
2026-02-22 19:00:00,140.278,117.211,0.786,59.944,2,multivariable
2026-02-22 19:10:00,165.76,116.45,0.7,59.99,2,multivariable
2026-02-22 19:20:00,167.32,115.2,0.701,59.98,2,multivariable
2026-02-22 19:30:00,157.833,117.944,0.792,59.944,2,multivariable
2026-02-22 19:40:00,173.722,119.122,0.794,59.956,2,multivariable
2026-02-22 19:50:00,173.162,117.3,0.8,59.938,2,multivariable
2026-02-22 20:00:00,170.25,117.04,0.801,59.94,2,multivariable
2026-02-22 20:10:00,170.92,118.08,0.793,59.96,2,multivariable
2026-02-22 20:20:00,164.0,117.9,0.787,59.93,2,multivariable
2026-02-22 20:30:00,152.15,118.8,0.768,59.96,2,multivariable
2026-02-22 20:40:00,138.0,118.7,0.757,59.99,2,multivariable
2026-02-22 20:50:00,132.81,117.32,0.758,59.97,2,multivariable
2026-02-22 21:00:00,163.91,118.95,0.806,59.97,2,multivariable
2026-02-22 21:10:00,161.02,118.69,0.807,59.95,2,multivariable
2026-02-22 21:20:00,156.88,118.69,0.809,59.95,2,multivariable
2026-02-22 21:30:00,153.96,120.24,0.811,59.93,2,multivariable
2026-02-22 21:40:00,909.1,118.362,1.0,59.938,2,multivariable
2026-02-22 21:50:00,885.817,117.7,1.0,59.933,2,multivariable
2026-02-22 22:00:00,876.15,117.62,1.0,59.94,2,multivariable
2026-02-22 22:10:00,399.37,119.46,0.85,59.95,2,multivariable
2026-02-22 22:20:00,80.09,119.3,0.75,59.97,2,multivariable
2026-02-22 22:30:00,75.82,118.35,0.744,59.95,2,multivariable
2026-02-22 22:40:00,74.77,119.74,0.74,59.99,2,multivariable
2026-02-22 22:50:00,67.73,119.41,0.727,59.99,2,multivariable
2026-02-22 23:00:00,40.83,119.93,0.608,59.95,2,multivariable
2026-02-22 23:10:00,19.77,119.05,0.492,59.95,2,multivariable
2026-02-22 23:20:00,19.79,119.25,0.491,59.95,2,multivariable
2026-02-22 23:30:00,19.783,118.933,0.485,60.0,2,multivariable
2026-02-22 23:40:00,19.87,119.01,0.49,59.95,2,multivariable
2026-02-22 23:50:00,19.83,119.9,0.49,59.94,2,multivariable
2026-02-23 00:00:00,21.75,119.26,0.508,59.97,2,multivariable
2026-02-23 00:10:00,21.44,120.91,0.497,59.96,2,multivariable
2026-02-23 00:20:00,19.82,120.34,0.486,59.97,2,multivariable
2026-02-23 00:30:00,19.78,117.53,0.501,59.97,2,multivariable
2026-02-23 00:40:00,19.75,118.09,0.5,59.92,2,multivariable
2026-02-23 00:50:00,19.71,117.39,0.492,59.95,2,multivariable
2026-02-23 01:00:00,19.66,116.84,0.499,59.95,2,multivariable
2026-02-23 01:10:00,19.76,118.14,0.493,59.96,2,multivariable
2026-02-23 01:20:00,19.75,119.17,0.499,59.94,2,multivariable
2026-02-23 01:30:00,19.78,118.83,0.502,59.94,2,multivariable
2026-02-23 01:40:00,19.68,117.52,0.504,59.99,2,multivariable
2026-02-23 01:50:00,19.74,117.78,0.501,59.98,2,multivariable
2026-02-23 02:00:00,19.71,117.92,0.5,59.97,2,multivariable
2026-02-23 02:10:00,19.8,117.94,0.5,59.98,2,multivariable
2026-02-23 02:20:00,19.82,118.74,0.502,59.95,2,multivariable
2026-02-23 02:30:00,19.738,118.45,0.498,59.938,2,multivariable
2026-02-23 02:40:00,19.75,119.04,0.497,59.95,2,multivariable
2026-02-23 02:50:00,19.67,117.84,0.5,59.94,2,multivariable
2026-02-23 03:00:00,19.54,118.51,0.495,59.98,2,multivariable
2026-02-23 03:10:00,19.67,118.35,0.498,59.94,2,multivariable
2026-02-23 03:20:00,19.79,118.63,0.491,59.98,2,multivariable
2026-02-23 03:30:00,23.44,118.93,0.537,59.96,2,multivariable
2026-02-23 03:40:00,25.3,118.9,0.565,59.95,2,multivariable
2026-02-23 03:50:00,25.24,118.94,0.563,59.93,2,multivariable
2026-02-23 04:00:00,25.24,117.57,0.563,59.94,2,multivariable
2026-02-23 04:10:00,29.21,117.76,0.58,59.95,2,multivariable
2026-02-23 04:20:00,25.27,118.22,0.56,59.98,2,multivariable
2026-02-23 04:30:00,25.2,117.26,0.562,59.94,2,multivariable
2026-02-23 04:40:00,25.156,117.733,0.566,59.922,2,multivariable
2026-02-23 04:50:00,25.11,118.27,0.56,59.96,2,multivariable
2026-02-23 05:00:00,25.05,117.33,0.557,59.93,2,multivariable
2026-02-23 05:10:00,25.12,115.16,0.56,59.95,2,multivariable
2026-02-23 05:20:00,25.07,115.54,0.566,59.97,2,multivariable
2026-02-23 05:30:00,25.11,115.32,0.566,59.96,2,multivariable
2026-02-23 05:40:00,23.98,114.88,0.557,59.96,2,multivariable
2026-02-23 05:50:00,19.63,115.47,0.498,59.97,2,multivariable
2026-02-23 06:00:00,29.38,116.1,0.568,59.92,2,multivariable
2026-02-23 06:10:00,40.225,116.738,0.63,59.95,2,multivariable
2026-02-23 06:20:00,22.87,116.19,0.53,59.97,2,multivariable
2026-02-23 06:30:00,19.81,117.83,0.506,59.97,2,multivariable
2026-02-23 06:40:00,19.83,117.73,0.504,59.95,2,multivariable
2026-02-23 06:50:00,20.11,116.31,0.505,59.95,2,multivariable
2026-02-23 07:00:00,19.75,117.99,0.493,59.96,2,multivariable
2026-02-23 07:10:00,21.72,117.38,0.519,59.96,2,multivariable
2026-02-23 07:20:00,23.04,117.19,0.539,59.97,2,multivariable
2026-02-23 07:30:00,22.75,117.06,0.527,59.96,2,multivariable
2026-02-23 07:40:00,49.68,115.46,0.805,59.93,2,multivariable
2026-02-23 07:50:00,49.62,117.97,0.802,59.97,2,multivariable
2026-02-23 08:00:00,49.78,120.2,0.798,59.97,2,multivariable
2026-02-23 08:10:00,49.59,117.99,0.8,59.94,2,multivariable
2026-02-23 08:20:00,135.66,116.96,0.803,59.92,2,multivariable
2026-02-23 08:30:00,127.69,116.07,0.755,59.99,2,multivariable
2026-02-23 08:40:00,109.52,115.68,0.722,59.97,2,multivariable
2026-02-23 08:50:00,147.21,117.47,0.784,59.98,2,multivariable
2026-02-23 09:00:00,152.21,117.99,0.77,59.97,2,multivariable
2026-02-23 09:10:00,141.8,116.833,0.76,59.978,2,multivariable
2026-02-23 09:20:00,137.76,115.58,0.765,59.96,2,multivariable
2026-02-23 09:30:00,147.67,114.24,0.782,59.97,2,multivariable
2026-02-23 09:40:00,132.94,116.0,0.768,59.96,2,multivariable
2026-02-23 09:50:00,120.54,115.43,0.773,59.92,2,multivariable
2026-02-23 10:00:00,115.82,114.51,0.771,59.97,2,multivariable
2026-02-23 10:10:00,114.6,113.08,0.777,59.95,2,multivariable
2026-02-23 10:20:00,109.1,113.5,0.764,59.97,2,multivariable
2026-02-23 10:30:00,108.4,112.77,0.767,59.94,2,multivariable
2026-02-23 10:40:00,109.05,114.65,0.767,59.97,2,multivariable
2026-02-23 10:50:00,108.63,114.28,0.768,59.96,2,multivariable
2026-02-23 11:00:00,130.8,113.59,0.771,59.95,2,multivariable
2026-02-23 11:10:00,109.23,112.73,0.758,59.95,2,multivariable
2026-02-23 11:20:00,112.24,112.51,0.758,59.96,2,multivariable
2026-02-23 11:30:00,113.943,112.486,0.77,59.971,2,multivariable
2026-02-23 11:40:00,106.462,113.538,0.756,59.95,2,multivariable
2026-02-23 11:50:00,110.15,113.75,0.756,59.98,2,multivariable
2026-02-23 12:00:00,107.46,113.84,0.75,59.93,2,multivariable
2026-02-23 12:10:00,111.5,113.29,0.771,59.96,2,multivariable
2026-02-23 12:20:00,111.09,114.96,0.756,59.95,2,multivariable
2026-02-23 12:30:00,111.05,115.02,0.742,59.93,2,multivariable
2026-02-23 12:40:00,113.66,115.67,0.752,59.95,2,multivariable
2026-02-23 12:50:00,108.51,114.86,0.748,59.96,2,multivariable
2026-02-23 13:00:00,96.15,114.888,0.73,59.962,2,multivariable
2026-02-23 13:10:00,96.47,116.29,0.737,59.96,2,multivariable
2026-02-23 13:20:00,99.371,118.029,0.739,59.943,2,multivariable
2026-02-23 13:30:00,93.02,116.69,0.732,59.94,2,multivariable
2026-02-23 13:40:00,94.85,115.11,0.729,59.94,2,multivariable
2026-02-23 13:50:00,99.23,114.95,0.74,59.9,2,multivariable
2026-02-23 14:00:00,110.64,114.45,0.758,59.93,2,multivariable
2026-02-23 14:10:00,114.4,114.662,0.769,59.975,2,multivariable
2026-02-23 14:20:00,107.478,114.667,0.759,59.944,2,multivariable
2026-02-23 14:30:00,103.15,114.31,0.754,59.96,2,multivariable
2026-02-23 14:40:00,108.57,114.74,0.754,59.95,2,multivariable
2026-02-23 14:50:00,107.55,113.64,0.751,59.97,2,multivariable
2026-02-23 15:00:00,108.63,114.84,0.75,59.99,2,multivariable
2026-02-23 15:10:00,111.543,113.729,0.759,59.929,2,multivariable
2026-02-23 15:20:00,105.9,113.05,0.749,59.99,2,multivariable
2026-02-23 15:30:00,114.47,114.39,0.763,59.94,2,multivariable
2026-02-23 15:40:00,112.66,115.47,0.762,59.94,2,multivariable
2026-02-23 15:50:00,104.03,115.63,0.75,59.96,2,multivariable
2026-02-23 16:00:00,114.35,116.52,0.773,59.97,2,multivariable
2026-02-23 16:10:00,111.05,116.79,0.761,59.94,2,multivariable
2026-02-23 16:20:00,111.21,115.57,0.762,59.94,2,multivariable
2026-02-23 16:30:00,111.42,115.16,0.762,59.95,2,multivariable
2026-02-23 16:40:00,137.44,115.12,0.808,59.97,2,multivariable
2026-02-23 16:50:00,170.08,116.65,0.834,59.96,2,multivariable
2026-02-23 17:00:00,174.59,119.5,0.812,60.0,2,multivariable
2026-02-23 17:10:00,173.06,119.63,0.812,59.94,2,multivariable
2026-02-23 17:20:00,173.91,118.66,0.822,59.96,2,multivariable
2026-02-23 17:30:00,172.09,117.31,0.82,59.98,2,multivariable
2026-02-23 17:40:00,170.44,116.52,0.819,59.96,2,multivariable
2026-02-23 17:50:00,166.522,115.044,0.814,59.978,2,multivariable
2026-02-23 18:00:00,192.36,116.6,0.839,59.99,2,multivariable
2026-02-23 18:10:00,177.633,118.2,0.822,59.933,2,multivariable
2026-02-23 18:20:00,179.53,117.41,0.821,59.96,2,multivariable
2026-02-23 18:30:00,155.88,115.52,0.784,59.96,2,multivariable
2026-02-23 18:40:00,191.02,115.71,0.759,59.95,2,multivariable
2026-02-23 18:50:00,206.022,117.733,0.751,59.944,2,multivariable
2026-02-23 19:00:00,204.41,117.35,0.744,59.95,2,multivariable
2026-02-23 19:10:00,214.56,117.68,0.748,59.95,2,multivariable
2026-02-23 19:20:00,217.36,117.68,0.753,59.95,2,multivariable
2026-02-23 19:30:00,208.41,117.63,0.753,59.95,2,multivariable
2026-02-23 19:40:00,190.35,117.11,0.755,59.96,2,multivariable
2026-02-23 19:50:00,188.89,117.21,0.76,59.98,2,multivariable
2026-02-23 20:00:00,182.875,115.488,0.792,59.975,2,multivariable
2026-02-23 20:10:00,155.59,115.9,0.79,59.94,2,multivariable
2026-02-23 20:20:00,134.62,115.81,0.763,59.96,2,multivariable
2026-02-23 20:30:00,124.822,114.389,0.74,59.956,2,multivariable
2026-02-23 20:40:00,132.96,115.57,0.74,59.97,2,multivariable
2026-02-23 20:50:00,136.62,117.4,0.728,59.98,2,multivariable
2026-02-23 21:00:00,146.4,119.85,0.739,59.98,2,multivariable
2026-02-23 21:10:00,132.25,114.02,0.746,59.96,2,multivariable
2026-02-23 21:20:00,129.46,116.13,0.75,59.96,2,multivariable
2026-02-23 21:30:00,132.29,115.18,0.751,59.94,2,multivariable
2026-02-23 21:40:00,108.178,114.556,0.682,59.956,2,multivariable
2026-02-23 21:50:00,102.389,115.711,0.686,59.944,2,multivariable
2026-02-23 22:00:00,61.58,117.8,0.689,59.97,2,multivariable
2026-02-23 22:10:00,42.0,119.188,0.668,59.975,2,multivariable
2026-02-23 22:20:00,35.46,116.58,0.63,59.97,2,multivariable
2026-02-23 22:30:00,27.033,118.033,0.559,59.933,2,multivariable
2026-02-23 22:40:00,23.73,118.95,0.516,59.94,2,multivariable
2026-02-23 22:50:00,20.13,116.57,0.501,59.94,2,multivariable
2026-02-23 23:00:00,20.15,116.2,0.498,59.98,2,multivariable
2026-02-23 23:10:00,20.7,117.29,0.5,59.96,2,multivariable
2026-02-23 23:20:00,22.089,117.544,0.509,59.978,2,multivariable
2026-02-23 23:30:00,26.088,117.025,0.545,59.962,2,multivariable
2026-02-23 23:40:00,25.53,116.27,0.55,59.97,2,multivariable
2026-02-23 23:50:00,23.98,115.81,0.538,59.96,2,multivariable
2026-02-24 00:00:00,22.025,116.388,0.521,59.962,2,multivariable
2026-02-24 00:10:00,20.48,116.61,0.505,59.95,2,multivariable
2026-02-24 00:20:00,22.2,117.82,0.511,59.99,2,multivariable
2026-02-24 00:30:00,24.38,117.52,0.535,59.96,2,multivariable
2026-02-24 00:40:00,20.767,117.433,0.507,59.917,2,multivariable
2026-02-24 00:50:00,21.9,117.03,0.517,59.95,2,multivariable
2026-02-24 01:00:00,20.33,117.29,0.496,59.96,2,multivariable
2026-02-24 01:10:00,20.27,117.03,0.501,59.94,2,multivariable
2026-02-24 01:20:00,20.34,117.23,0.504,59.98,2,multivariable
2026-02-24 01:30:00,20.31,118.56,0.504,59.99,2,multivariable
2026-02-24 01:40:00,24.87,117.78,0.533,59.97,2,multivariable
2026-02-24 01:50:00,20.52,117.82,0.495,59.96,2,multivariable
2026-02-24 02:00:00,20.2,116.4,0.5,59.93,2,multivariable
2026-02-24 02:10:00,20.45,117.15,0.503,59.94,2,multivariable
2026-02-24 02:20:00,20.112,116.825,0.499,59.962,2,multivariable
2026-02-24 02:30:00,19.956,117.344,0.491,59.944,2,multivariable
2026-02-24 02:40:00,19.678,117.744,0.496,59.989,2,multivariable
2026-02-24 02:50:00,19.8,118.07,0.5,59.96,2,multivariable
2026-02-24 03:00:00,19.73,117.89,0.497,59.96,2,multivariable
2026-02-24 03:10:00,19.64,116.74,0.494,59.93,2,multivariable
2026-02-24 03:20:00,19.78,116.94,0.492,59.96,2,multivariable
2026-02-24 03:30:00,23.9,117.02,0.54,59.95,2,multivariable
2026-02-24 03:40:00,25.67,117.7,0.562,59.96,2,multivariable
2026-02-24 03:50:00,25.74,118.04,0.558,59.96,2,multivariable
2026-02-24 04:00:00,25.17,118.21,0.55,59.96,2,multivariable
2026-02-24 04:10:00,25.15,117.54,0.559,59.94,2,multivariable
2026-02-24 04:20:00,25.36,116.71,0.562,59.96,2,multivariable
2026-02-24 04:30:00,25.222,116.078,0.561,59.933,2,multivariable
2026-02-24 04:40:00,25.13,115.66,0.551,59.94,2,multivariable
2026-02-24 04:50:00,25.2,117.28,0.554,59.96,2,multivariable
2026-02-24 05:00:00,25.2,117.06,0.56,59.94,2,multivariable
2026-02-24 05:10:00,25.51,115.55,0.56,59.95,2,multivariable
2026-02-24 05:20:00,25.41,116.14,0.548,59.94,2,multivariable
2026-02-24 05:30:00,25.26,115.72,0.544,59.95,2,multivariable
2026-02-24 05:40:00,35.27,115.66,0.636,59.98,2,multivariable
2026-02-24 05:50:00,49.8,114.1,0.79,59.95,2,multivariable
2026-02-24 06:00:00,45.43,117.83,0.739,59.95,2,multivariable
2026-02-24 06:10:00,126.82,116.69,0.745,59.93,2,multivariable
2026-02-24 06:20:00,122.96,116.76,0.739,59.99,2,multivariable
2026-02-24 06:30:00,111.48,117.46,0.736,59.98,2,multivariable
2026-02-24 06:40:00,103.32,115.61,0.736,59.94,2,multivariable
2026-02-24 06:50:00,101.49,115.9,0.731,59.93,2,multivariable
2026-02-24 07:00:00,100.61,116.87,0.727,59.92,2,multivariable
2026-02-24 07:10:00,100.51,119.16,0.732,59.96,2,multivariable
2026-02-24 07:20:00,101.16,118.37,0.74,59.96,2,multivariable
2026-02-24 07:30:00,87.3,118.04,0.696,59.93,2,multivariable
2026-02-24 07:40:00,60.64,117.04,0.604,59.97,2,multivariable
2026-02-24 07:50:00,88.38,117.48,0.732,59.98,2,multivariable
2026-02-24 08:00:00,85.71,116.27,0.723,59.96,2,multivariable
2026-02-24 08:10:00,86.633,115.433,0.736,59.956,2,multivariable
2026-02-24 08:20:00,79.0,116.7,0.709,59.989,2,multivariable
2026-02-24 08:30:00,74.05,115.25,0.622,59.95,2,multivariable
2026-02-24 08:40:00,105.02,113.83,0.671,59.96,2,multivariable
2026-02-24 08:50:00,109.82,114.43,0.691,59.97,2,multivariable
2026-02-24 09:00:00,141.288,114.975,0.74,59.962,2,multivariable
2026-02-24 09:10:00,122.45,114.94,0.745,59.99,2,multivariable
2026-02-24 09:20:00,130.31,116.14,0.745,59.94,2,multivariable
2026-02-24 09:30:00,117.66,114.18,0.726,59.97,2,multivariable
2026-02-24 09:40:00,111.6,114.08,0.723,59.95,2,multivariable
2026-02-24 09:50:00,110.32,114.45,0.729,59.94,2,multivariable
2026-02-24 10:00:00,119.08,116.67,0.753,59.95,2,multivariable
2026-02-24 10:10:00,106.56,114.43,0.719,59.94,2,multivariable
2026-02-24 10:20:00,106.97,113.83,0.718,59.94,2,multivariable
2026-02-24 10:30:00,117.6,112.1,0.748,59.92,2,multivariable
2026-02-24 10:40:00,117.56,114.14,0.766,59.96,2,multivariable
2026-02-24 10:50:00,108.84,114.73,0.738,59.97,2,multivariable
2026-02-24 11:00:00,120.71,114.63,0.766,59.97,2,multivariable
2026-02-24 11:10:00,125.99,114.93,0.772,59.97,2,multivariable
2026-02-24 11:20:00,112.47,114.69,0.747,59.97,2,multivariable
2026-02-24 11:30:00,113.4,114.79,0.751,59.97,2,multivariable
2026-02-24 11:40:00,107.08,111.09,0.745,59.95,2,multivariable
2026-02-24 11:50:00,108.638,111.562,0.749,59.975,2,multivariable
2026-02-24 12:00:00,411.23,111.5,0.858,59.96,2,multivariable
2026-02-24 12:10:00,850.5,113.35,0.99,59.96,2,multivariable
2026-02-24 12:20:00,855.0,113.66,0.99,59.94,2,multivariable
2026-02-24 12:30:00,842.22,112.8,0.99,59.96,2,multivariable
2026-02-24 12:40:00,856.18,111.32,0.99,59.95,2,multivariable
2026-02-24 12:50:00,849.94,110.69,0.99,59.96,2,multivariable
2026-02-24 13:00:00,534.889,111.444,0.904,59.967,2,multivariable
2026-02-24 13:10:00,144.744,115.889,0.801,59.956,2,multivariable
2026-02-24 13:20:00,144.09,116.2,0.801,59.96,2,multivariable
2026-02-24 13:30:00,156.7,114.911,0.809,59.922,2,multivariable
2026-02-24 13:40:00,181.86,116.45,0.821,59.97,2,multivariable
2026-02-24 13:50:00,471.17,115.69,0.885,59.96,2,multivariable
2026-02-24 14:00:00,902.422,113.022,0.99,59.944,2,multivariable
2026-02-24 14:10:00,899.375,114.2,0.99,59.938,2,multivariable
2026-02-24 14:20:00,889.71,113.89,0.99,59.93,2,multivariable
2026-02-24 14:30:00,894.72,114.1,0.99,59.98,2,multivariable
2026-02-24 14:40:00,886.82,114.23,0.99,59.99,2,multivariable
2026-02-24 14:50:00,866.538,114.288,0.99,59.975,2,multivariable
2026-02-24 15:00:00,850.76,113.77,0.99,59.99,2,multivariable
2026-02-24 15:10:00,741.325,112.5,0.956,59.938,2,multivariable
2026-02-24 15:20:00,107.88,115.53,0.735,59.97,2,multivariable
2026-02-24 15:30:00,111.97,115.21,0.74,59.93,2,multivariable
2026-02-24 15:40:00,108.656,117.011,0.73,59.933,2,multivariable
2026-02-24 15:50:00,114.06,117.01,0.738,59.98,2,multivariable
2026-02-24 16:00:00,114.11,114.37,0.752,59.97,2,multivariable
2026-02-24 16:10:00,102.82,114.42,0.727,59.94,2,multivariable
2026-02-24 16:20:00,104.56,115.1,0.721,59.98,2,multivariable
2026-02-24 16:30:00,119.067,114.456,0.748,59.933,2,multivariable
2026-02-24 16:40:00,116.656,114.956,0.759,59.978,2,multivariable
2026-02-24 16:50:00,113.94,115.9,0.751,59.98,2,multivariable
2026-02-24 17:00:00,115.98,117.65,0.764,59.93,2,multivariable
2026-02-24 17:10:00,102.833,118.333,0.739,59.956,2,multivariable
2026-02-24 17:20:00,99.52,117.2,0.726,59.93,2,multivariable
2026-02-24 17:30:00,103.289,116.744,0.72,59.978,2,multivariable
2026-02-24 17:40:00,120.43,113.33,0.737,59.95,2,multivariable
2026-02-24 17:50:00,120.7,113.3,0.734,59.98,2,multivariable
2026-02-24 18:00:00,109.367,113.767,0.733,59.967,2,multivariable
2026-02-24 18:10:00,118.32,113.46,0.726,59.95,2,multivariable
2026-02-24 18:20:00,145.9,114.988,0.758,59.962,2,multivariable
2026-02-24 18:30:00,106.86,115.67,0.666,59.97,2,multivariable
2026-02-24 18:40:00,136.36,114.76,0.708,59.96,2,multivariable
2026-02-24 18:50:00,174.51,114.59,0.756,59.95,2,multivariable
2026-02-24 19:00:00,157.81,114.45,0.75,59.97,2,multivariable
2026-02-24 19:10:00,171.422,114.567,0.75,59.944,2,multivariable
2026-02-24 19:20:00,163.66,114.78,0.748,59.94,2,multivariable
2026-02-24 19:30:00,159.538,115.212,0.754,59.962,2,multivariable
2026-02-24 19:40:00,154.85,115.59,0.751,59.94,2,multivariable
2026-02-24 19:50:00,161.32,114.69,0.755,59.96,2,multivariable
2026-02-24 20:00:00,164.11,113.76,0.771,59.96,2,multivariable
2026-02-24 20:10:00,166.12,114.1,0.776,59.98,2,multivariable
2026-02-24 20:20:00,172.28,114.84,0.789,59.96,2,multivariable
2026-02-24 20:30:00,159.962,115.875,0.781,59.925,2,multivariable
2026-02-24 20:40:00,151.61,115.46,0.789,59.94,2,multivariable
2026-02-24 20:50:00,146.13,115.14,0.784,59.94,2,multivariable
2026-02-24 21:00:00,139.8,117.64,0.782,59.99,2,multivariable
2026-02-24 21:10:00,127.8,116.28,0.748,59.98,2,multivariable
2026-02-24 21:20:00,116.23,116.96,0.726,59.97,2,multivariable
2026-02-24 21:30:00,118.61,118.38,0.726,59.95,2,multivariable
2026-02-24 21:40:00,122.32,118.32,0.736,59.97,2,multivariable
2026-02-24 21:50:00,96.71,116.85,0.741,59.96,2,multivariable
2026-02-24 22:00:00,71.02,117.24,0.742,59.95,2,multivariable
2026-02-24 22:10:00,69.03,115.98,0.74,59.94,2,multivariable
