0,1,2,3,4,5
0.06753837215205584,0.12126784636472866,0.08086779446854359,0.15205018135460324,0.13617671779193016,0.2509857454717758
0.12126784636472866,0.08086779446854359,0.15205018135460324,0.13617671779193016,0.2509857454717758,0.03974570869317509
0.08086779446854359,0.15205018135460324,0.13617671779193016,0.2509857454717758,0.03974570869317509,0.19923058264749516
0.15205018135460324,0.13617671779193016,0.2509857454717758,0.03974570869317509,0.19923058264749516,0.13282602932134455
0.13617671779193016,0.2509857454717758,0.03974570869317509,0.19923058264749516,0.13282602932134455,0.20418328378751896
0.2509857454717758,0.03974570869317509,0.19923058264749516,0.13282602932134455,0.20418328378751896,0.13217168611833457
0.03974570869317509,0.19923058264749516,0.13282602932134455,0.20418328378751896,0.13217168611833457,0.08256006137287975
0.19923058264749516,0.13282602932134455,0.20418328378751896,0.13217168611833457,0.08256006137287975,0.1462287832036869
0.13282602932134455,0.20418328378751896,0.13217168611833457,0.08256006137287975,0.1462287832036869,0.15133942925478208
0.20418328378751896,0.13217168611833457,0.08256006137287975,0.1462287832036869,0.15133942925478208,0.13864178658257978
0.13217168611833457,0.08256006137287975,0.1462287832036869,0.15133942925478208,0.13864178658257978,0.14973741658534384
0.08256006137287975,0.1462287832036869,0.15133942925478208,0.13864178658257978,0.14973741658534384,0.10745894842534565
0.1462287832036869,0.15133942925478208,0.13864178658257978,0.14973741658534384,0.10745894842534565,0.05752015207838579
0.15133942925478208,0.13864178658257978,0.14973741658534384,0.10745894842534565,0.05752015207838579,0.13705669658218492
0.13864178658257978,0.14973741658534384,0.10745894842534565,0.05752015207838579,0.13705669658218492,0.11316188789295849
0.14973741658534384,0.10745894842534565,0.05752015207838579,0.13705669658218492,0.11316188789295849,0.11269933493910661
0.10745894842534565,0.05752015207838579,0.13705669658218492,0.11316188789295849,0.11269933493910661,0.055619172255848205
0.05752015207838579,0.13705669658218492,0.11316188789295849,0.11269933493910661,0.055619172255848205,0.12584260789611737
0.13705669658218492,0.11316188789295849,0.11269933493910661,0.055619172255848205,0.12584260789611737,0.1894210754920266
0.11316188789295849,0.11269933493910661,0.055619172255848205,0.12584260789611737,0.1894210754920266,0.10533233301556323
0.11269933493910661,0.055619172255848205,0.12584260789611737,0.1894210754920266,0.10533233301556323,0.14688876729637798
0.055619172255848205,0.12584260789611737,0.1894210754920266,0.10533233301556323,0.14688876729637798,0.08634509834891159
